SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004865422.1,ENSRNOP00000058431,60.16,71.95,0.2618,1.0319,0.25371
XP_004834548.1,ENSRNOP00000054535,79.68,82.35,0.1262,0.4977,0.25366
XP_004854077.1,ENSRNOP00000028639,82.97,83.41,0.1119,0.4413,0.25365
XP_004854401.1,ENSRNOP00000025453,77.97,81.17,0.1366,0.5386,0.25356
XP_004840350.1,ENSRNOP00000019601,76.24,79.06,0.1569,0.6191,0.2535
XP_004871615.1,ENSRNOP00000057855,79.08,82.27,0.1282,0.5061,0.25338
XP_004838447.1,ENSRNOP00000046400,81.46,84.09,0.1151,0.4542,0.25333
XP_004851641.1,ENSRNOP00000006689,69.88,74.69,0.2111,0.8333,0.25333
XP_004855773.1,ENSRNOP00000013742,78.29,82.32,0.1321,0.5217,0.25328
XP_004839417.1,ENSRNOP00000032728,80.15,82.66,0.1197,0.4728,0.25326
XP_004857314.1,ENSRNOP00000020043,77.41,81.2,0.143,0.5649,0.25321
XP_004868634.1,ENSRNOP00000013525,62.34,68.51,0.2794,1.1035,0.25318
XP_004870379.1,ENSRNOP00000010755,79.73,82.73,0.1221,0.4828,0.25299
XP_004841489.1,ENSRNOP00000058867,68.31,73.51,0.2215,0.8758,0.25292
XP_004839035.1,ENSRNOP00000045430,76.98,80.07,0.145,0.5738,0.25274
XP_004861522.1,ENSRNOP00000059692,86.2,89.1,0.0725,0.2867,0.25269
XP_004847801.1,ENSRNOP00000066878,88.19,90.81,0.0609,0.2411,0.25263
XP_004865415.1,ENSRNOP00000001325,58.72,70.03,0.2896,1.1462,0.25262
XP_004871713.1,ENSRNOP00000018014,52.01,58.8,0.4527,1.7922,0.25257
XP_004848367.1,ENSRNOP00000012993,77.67,79.95,0.15,0.594,0.2525
XP_004865051.1,ENSRNOP00000060090,72.41,78.62,0.175,0.6931,0.25243
XP_004866211.1,ENSRNOP00000039239,83.07,84.29,0.1068,0.4232,0.25239
XP_004869264.1,ENSRNOP00000013025,68.29,73.7,0.2154,0.8537,0.25236
XP_004853107.1,ENSRNOP00000044970,62.38,67.23,0.3015,1.1958,0.25213
XP_004843994.1,ENSRNOP00000050124,72.73,77.75,0.1725,0.6843,0.25205
XP_004840909.1,ENSRNOP00000007727,68.61,76.11,0.2006,0.7959,0.25202
XP_004863767.1,ENSRNOP00000013535,60.84,67.88,0.2904,1.1527,0.25195
XP_004852594.1,ENSRNOP00000031211,83.33,85.5,0.0949,0.3771,0.25171
XP_004845949.1,ENSRNOP00000013833,80.56,82.28,0.1222,0.4856,0.25157
XP_004870345.1,ENSRNOP00000005775,76.44,79.72,0.1492,0.5931,0.25151
XP_004852300.1,ENSRNOP00000025317,80.87,83.76,0.1139,0.4528,0.25148
XP_004867257.1,ENSRNOP00000026992,71.39,76.28,0.1919,0.7634,0.25136
XP_004869192.1,ENSRNOP00000019377,74.56,79.25,0.1561,0.6209,0.25136
XP_004840473.1,ENSRNOP00000040350,67.25,73,0.2397,0.9539,0.25129
XP_004843435.1,ENSRNOP00000054173,79.37,81.91,0.1322,0.526,0.25129
XP_004862032.1,ENSRNOP00000054965,79.17,81.89,0.1277,0.5082,0.25129
XP_004841624.1,ENSRNOP00000034409,74.96,80.95,0.1498,0.5963,0.25126
XP_004863571.1,ENSRNOP00000045069,78.55,80.96,0.1385,0.5513,0.25119
XP_004845015.1,ENSRNOP00000062865,61.82,64.04,0.3475,1.384,0.25106
XP_004874049.1,ENSRNOP00000000716,71.36,77.88,0.1943,0.774,0.25102
XP_004850793.1,ENSRNOP00000017340,68.37,75.99,0.2038,0.8121,0.251
XP_004869275.1,ENSRNOP00000060007,75.1,77.81,0.1719,0.6849,0.251
XP_004861694.1,ENSRNOP00000010959,71.58,77.59,0.1831,0.7294,0.25097
XP_004869295.1,ENSRNOP00000048458,70.37,79.37,0.1672,0.6662,0.25096
XP_004862865.1,ENSRNOP00000060733,74.32,77.22,0.1795,0.7154,0.25088
XP_004872757.1,ENSRNOP00000041565,66.73,72.47,0.2515,1.0027,0.25086
XP_004842307.1,ENSRNOP00000002173,80.17,84.02,0.1192,0.4753,0.25081
XP_004865289.1,ENSRNOP00000034797,69.34,75.24,0.197,0.7859,0.25067
XP_004858035.1,ENSRNOP00000065747,67.4,74.85,0.2067,0.8248,0.25056
XP_004837565.1,ENSRNOP00000011619,83.9,81.79,0.1259,0.5024,0.25053
XP_004869680.1,ENSRNOP00000010100,69.42,73.08,0.2271,0.9066,0.25052
XP_004838708.1,ENSRNOP00000064799,79.36,81.74,0.1302,0.5199,0.25051
XP_004863646.1,ENSRNOP00000016317,62.84,70.18,0.275,1.0995,0.25014
XP_004868527.1,ENSRNOP00000022748,69.13,74.19,0.2128,0.851,0.2501
XP_004838515.1,ENSRNOP00000014008,65.92,74.91,0.2108,0.8427,0.25009
XP_004839230.1,ENSRNOP00000009566,83.93,84.89,0.0999,0.3998,0.24982
XP_004860894.1,ENSRNOP00000060530,73.8,78.53,0.167,0.6683,0.24981
XP_004849704.1,ENSRNOP00000020335,83.64,84.44,0.1049,0.42,0.2498
XP_004844716.1,ENSRNOP00000009701,77.37,81.1,0.1348,0.5397,0.24971
XP_004860776.1,ENSRNOP00000047932,63.5,73.59,0.2462,0.9864,0.24963
XP_004858512.1,ENSRNOP00000003495,70.1,76.98,0.1821,0.7295,0.24957
XP_004850210.1,ENSRNOP00000007430,75.18,77.62,0.1683,0.6742,0.24955
XP_004867450.1,ENSRNOP00000029018,68.12,71.98,0.2415,0.9681,0.24947
XP_004873622.1,ENSRNOP00000064833,76.76,81.09,0.1516,0.6079,0.24947
XP_004861339.1,ENSRNOP00000041941,79.84,81.8,0.1253,0.5023,0.24938
XP_004854881.1,ENSRNOP00000001282,69.74,76.25,0.1872,0.751,0.24931
XP_004854955.1,ENSRNOP00000010795,76.67,81.87,0.1374,0.5516,0.24916
XP_004860133.1,ENSRNOP00000039018,82.99,85.63,0.0958,0.3849,0.24895
XP_004856174.1,ENSRNOP00000027094,72.73,78.54,0.1635,0.657,0.24881
XP_004875300.1,ENSRNOP00000008848,82.53,85.74,0.0971,0.3904,0.24879
XP_004864967.1,ENSRNOP00000039064,80.88,82.49,0.1256,0.505,0.24872
XP_004852134.1,ENSRNOP00000053652,79.75,84.05,0.115,0.4627,0.24848
XP_004852872.1,ENSRNOP00000015065,76.47,80.34,0.148,0.5954,0.24847
XP_004842332.1,ENSRNOP00000002885,81.82,82.25,0.1226,0.4935,0.24844
XP_004865293.1,ENSRNOP00000003461,79.42,81.85,0.1251,0.5035,0.24844
XP_004854665.1,ENSRNOP00000040412,77.85,81.54,0.1342,0.5405,0.24831
XP_004861421.1,ENSRNOP00000008909,80.39,82.52,0.1211,0.4882,0.24808
XP_004837257.1,ENSRNOP00000016089,82.47,84.85,0.1009,0.407,0.24799
XP_004872638.1,ENSRNOP00000065995,83.66,84.96,0.1022,0.412,0.24798
XP_004874496.1,ENSRNOP00000051697,55.56,67.09,0.3306,1.3343,0.24778
XP_004836557.1,ENSRNOP00000003224,85.12,84.43,0.1076,0.4344,0.24777
XP_004861510.1,ENSRNOP00000020974,74.6,78.4,0.1607,0.649,0.24766
XP_004863954.1,ENSRNOP00000031799,71.08,76.31,0.187,0.7552,0.24764
XP_004834122.1,ENSRNOP00000063136,75.32,78.06,0.1616,0.6526,0.24761
XP_004847628.1,ENSRNOP00000023043,35.14,48.95,0.7447,3.0079,0.24757
XP_004855531.1,ENSRNOP00000011074,71.21,76.31,0.1923,0.7771,0.24753
XP_004864368.1,ENSRNOP00000019113,78.92,82.16,0.1247,0.5039,0.24746
XP_004854269.1,ENSRNOP00000054569,76.64,78.41,0.1632,0.6595,0.24745
XP_004839744.1,ENSRNOP00000014054,86.85,86.99,0.0839,0.3392,0.24737
XP_004835551.1,ENSRNOP00000059047,76.96,77.1,0.1803,0.7295,0.24717
XP_004856570.1,ENSRNOP00000047149,75,80.81,0.1472,0.5955,0.24713
XP_004838442.1,ENSRNOP00000037051,78.13,81.51,0.1336,0.541,0.24691
XP_004835638.1,ENSRNOP00000006473,78.95,82.07,0.1265,0.5124,0.24689
XP_004856583.1,ENSRNOP00000034071,76.3,79.99,0.144,0.5832,0.24688
XP_004838997.1,ENSRNOP00000022126,79.91,81.13,0.1334,0.5402,0.24687
XP_004862815.1,ENSRNOP00000006995,76.93,81.62,0.1389,0.5625,0.24687
XP_004834113.1,ENSRNOP00000026216,78.01,79.91,0.1403,0.5683,0.24684
XP_004834362.1,ENSRNOP00000019902,75.75,81.41,0.1416,0.5738,0.24673
XP_004843525.1,ENSRNOP00000026481,79.98,81.58,0.1287,0.522,0.24661
XP_004859921.1,ENSRNOP00000008481,64.49,72.95,0.2595,1.0529,0.24641
XP_004855721.1,ENSRNOP00000032451,68.15,71.13,0.2545,1.033,0.24634
XP_004866357.1,ENSRNOP00000032795,61.62,70.64,0.2851,1.158,0.24623
XP_004841744.1,ENSRNOP00000018457,78.73,83.7,0.1188,0.4826,0.24616
XP_004839716.1,ENSRNOP00000010631,78.84,82.43,0.1278,0.5194,0.24614
XP_004856328.1,ENSRNOP00000021690,62.19,70.7,0.2689,1.0929,0.24604
XP_004855704.1,ENSRNOP00000039705,71.6,77.08,0.1813,0.737,0.24598
XP_004872681.1,ENSRNOP00000005580,84.33,84.87,0.0996,0.4051,0.24592
XP_004872278.1,ENSRNOP00000065393,81.31,84.85,0.1025,0.4169,0.24585
XP_004843324.1,ENSRNOP00000059747,70.86,73.62,0.2155,0.877,0.24573
XP_004850219.1,ENSRNOP00000034120,74.05,78.7,0.162,0.6593,0.24573
XP_004843824.1,ENSRNOP00000036651,75.52,80.73,0.1414,0.5756,0.24564
XP_004854076.1,ENSRNOP00000028640,81.86,83.19,0.114,0.4641,0.24556
XP_004864002.1,ENSRNOP00000053966,76.27,76.91,0.1706,0.695,0.24554
XP_004841211.1,ENSRNOP00000059160,78.93,81.72,0.1321,0.5381,0.24551
XP_004867639.1,ENSRNOP00000040920,67.18,72.42,0.2305,0.9389,0.24546
XP_004870609.1,ENSRNOP00000020357,69.51,75.57,0.2166,0.8834,0.24517
XP_004874949.1,ENSRNOP00000002558,79.44,82.63,0.1259,0.5137,0.24515
XP_004835085.1,ENSRNOP00000044084,49.25,61.29,0.4479,1.8273,0.24513
XP_004835486.1,ENSRNOP00000012966,73.84,78.04,0.1705,0.6955,0.24512
XP_004852738.1,ENSRNOP00000045234,76.42,82.04,0.1336,0.545,0.24509
XP_004874286.1,ENSRNOP00000028434,86.45,86.95,0.0856,0.3493,0.24501
XP_004847717.1,ENSRNOP00000024458,73.58,77.37,0.1723,0.7038,0.24487
XP_004841637.1,ENSRNOP00000009883,52.7,61.4,0.4016,1.64,0.24486
XP_004855479.1,ENSRNOP00000063818,67.88,69.54,0.2639,1.0778,0.24484
XP_004838388.1,ENSRNOP00000009749,65.07,74,0.2236,0.9139,0.24468
XP_004839072.1,ENSRNOP00000023024,72.32,77.04,0.1777,0.7265,0.24459
XP_004854869.1,ENSRNOP00000066295,65.2,72.16,0.2459,1.0061,0.24438
XP_004858255.1,ENSRNOP00000011610,84.88,87.06,0.0825,0.3377,0.24436
XP_004844422.1,ENSRNOP00000060873,71.33,76.77,0.1816,0.7434,0.24433
XP_004875181.1,ENSRNOP00000027470,69.09,73.95,0.2078,0.8509,0.24419
XP_004872930.1,ENSRNOP00000032365,79.48,82.36,0.1262,0.517,0.24415
XP_004850203.1,ENSRNOP00000008227,68.22,74.82,0.2009,0.8227,0.24414
XP_004870451.1,ENSRNOP00000003886,81.8,84.52,0.1081,0.443,0.24409
XP_004847684.1,ENSRNOP00000022084,71.55,76.99,0.1823,0.7469,0.24408
XP_004855041.1,ENSRNOP00000016475,58.24,64.9,0.3555,1.4566,0.24405
XP_004838543.1,ENSRNOP00000051636,70.65,77,0.2013,0.8249,0.244
XP_004835499.1,ENSRNOP00000011084,72.6,76.91,0.1747,0.7163,0.24397
XP_004852564.1,ENSRNOP00000028687,77.93,79.19,0.1466,0.6012,0.2439
XP_004872405.1,ENSRNOP00000023122,66.67,76.17,0.2086,0.8556,0.24386
XP_004839521.1,ENSRNOP00000065990,71.72,79.12,0.1754,0.7194,0.24384
XP_004869589.1,ENSRNOP00000058828,70.49,74.59,0.2042,0.8377,0.2438
XP_004835981.1,ENSRNOP00000029247,63.04,73.67,0.2463,1.0103,0.24375
XP_004860969.1,ENSRNOP00000031142,71.78,76.25,0.182,0.7469,0.24374
XP_004858244.1,ENSRNOP00000013446,76.48,80.58,0.1431,0.5879,0.24345
XP_004854154.1,ENSRNOP00000028303,82.16,85.05,0.1042,0.4281,0.24333
XP_004873938.1,ENSRNOP00000027121,73.33,77.73,0.1732,0.7122,0.24325
XP_004834542.1,ENSRNOP00000019929,77.44,80.65,0.1356,0.5575,0.24321
XP_004858501.1,ENSRNOP00000003870,86.24,87.7,0.0756,0.311,0.24316
XP_004851444.1,ENSRNOP00000018497,70.33,75.92,0.1869,0.7688,0.24314
XP_004850927.1,ENSRNOP00000010730,71.46,76.11,0.2131,0.8767,0.24309
XP_004839920.1,ENSRNOP00000030318,77.94,80.99,0.1312,0.5397,0.24305
XP_004846007.1,ENSRNOP00000061737,67.44,75.97,0.1841,0.7581,0.24291
XP_004869770.1,ENSRNOP00000028507,72.66,77.06,0.1835,0.7552,0.24291
XP_004867120.1,ENSRNOP00000067721,55.36,66.47,0.3544,1.4589,0.2429
XP_004844728.1,ENSRNOP00000011189,76.68,77.89,0.1599,0.6586,0.24282
XP_004849753.1,ENSRNOP00000002907,74.27,78.05,0.1614,0.665,0.24267
XP_004844483.1,ENSRNOP00000065154,69.67,75.83,0.1934,0.7974,0.24252
XP_004864062.1,ENSRNOP00000018234,81.78,85.17,0.1028,0.4242,0.24239
XP_004861292.1,ENSRNOP00000010240,75.5,80.44,0.1402,0.5787,0.24227
XP_004844115.1,ENSRNOP00000002530,76.44,80.44,0.1446,0.597,0.2422
XP_004837598.1,ENSRNOP00000037412,79.77,82.57,0.1214,0.5012,0.24217
XP_004861657.1,ENSRNOP00000006874,69.51,74.59,0.207,0.8549,0.24213
XP_004839455.1,ENSRNOP00000020600,83.11,84.47,0.106,0.4378,0.24206
XP_004871518.1,ENSRNOP00000017798,57.54,65.74,0.3391,1.4021,0.24185
XP_004861914.1,ENSRNOP00000055641,82.2,82.58,0.1257,0.5199,0.24184
XP_004853476.1,ENSRNOP00000003857,81.97,83.61,0.1128,0.4668,0.24169
XP_004866249.1,ENSRNOP00000038983,75.17,77.82,0.1652,0.6835,0.24166
XP_004851838.1,ENSRNOP00000065912,79.06,82.55,0.121,0.5009,0.2415
XP_004850513.1,ENSRNOP00000022715,77.37,82.48,0.1291,0.5347,0.24144
XP_004862175.1,ENSRNOP00000034105,72.52,76.46,0.184,0.7624,0.24131
XP_004839124.1,ENSRNOP00000007991,71.62,77.37,0.1896,0.7859,0.2413
XP_004866987.1,ENSRNOP00000027992,75.81,77.47,0.1691,0.7006,0.2413
XP_004852460.1,ENSRNOP00000041281,80.56,83.8,0.1135,0.4704,0.24127
XP_004847198.1,ENSRNOP00000032495,60.67,67.67,0.2922,1.2118,0.24115
XP_004861542.1,ENSRNOP00000017946,72.14,77.78,0.1865,0.7734,0.2411
XP_004840604.1,ENSRNOP00000030301,68.28,65.79,0.4172,1.7307,0.24106
XP_004842175.1,ENSRNOP00000017125,83.12,85.44,0.0965,0.4004,0.24106
XP_004850225.1,ENSRNOP00000037890,74.43,78.92,0.161,0.6685,0.24089
XP_004845038.1,ENSRNOP00000006450,79.5,83.23,0.1164,0.4836,0.24068
XP_004869444.1,ENSRNOP00000029803,60.89,68.3,0.2954,1.2282,0.24053
XP_004849067.1,ENSRNOP00000037924,61.74,70.87,0.2608,1.0841,0.24052
XP_004844330.1,ENSRNOP00000039120,77.35,79.6,0.152,0.6324,0.24039
XP_004857753.1,ENSRNOP00000025255,80.53,84.71,0.1065,0.4432,0.24033
XP_004864963.1,ENSRNOP00000045797,62.83,68.41,0.2875,1.1968,0.24025
XP_004853229.1,ENSRNOP00000032270,78.18,83.69,0.1242,0.5175,0.24003
XP_004840270.1,ENSRNOP00000041918,78.55,80.75,0.1366,0.5693,0.23993
XP_004852988.1,ENSRNOP00000015974,72.71,76.94,0.1739,0.7252,0.23983
XP_004862368.1,ENSRNOP00000050503,75.67,80.9,0.1434,0.5985,0.23955
XP_004836823.1,ENSRNOP00000036552,71.49,77.27,0.1983,0.8281,0.23949
XP_004851251.1,ENSRNOP00000023536,76.79,79.64,0.1473,0.6153,0.23947
XP_004840723.1,ENSRNOP00000008071,84.67,86.54,0.0875,0.3655,0.23942
XP_004844653.1,ENSRNOP00000014505,73.6,78.4,0.1742,0.7277,0.23937
XP_004866305.1,ENSRNOP00000035041,73.79,76.25,0.1792,0.7489,0.23926
XP_004872538.1,ENSRNOP00000006152,61.01,68.52,0.3018,1.2614,0.23925
XP_004853888.1,ENSRNOP00000026458,81.39,83.06,0.1175,0.4911,0.23916
XP_004921253.1,ENSRNOP00000012346,49.55,61.56,0.4303,1.7998,0.23909
XP_004836648.1,ENSRNOP00000009727,64.99,72.69,0.2304,0.9639,0.23905
XP_004847776.1,ENSRNOP00000022108,75.94,81.11,0.1419,0.5937,0.239
XP_004835698.1,ENSRNOP00000003674,75.97,78.04,0.1598,0.6686,0.23896
XP_004849575.1,ENSRNOP00000055956,70.72,75.72,0.1944,0.8135,0.23892
XP_004848642.1,ENSRNOP00000043878,84.32,85.9,0.0918,0.3845,0.23885
XP_004874572.1,ENSRNOP00000061299,77.47,81.96,0.1284,0.5379,0.2387
XP_004862247.1,ENSRNOP00000036477,74.7,79.08,0.1586,0.6644,0.23862
XP_004844313.1,ENSRNOP00000067626,80.22,83.45,0.116,0.4865,0.23847
XP_004860499.1,ENSRNOP00000038525,73.58,79.87,0.1709,0.7167,0.23844
XP_004843495.1,ENSRNOP00000006911,76.61,81.79,0.1488,0.624,0.23839
XP_004848533.1,ENSRNOP00000055507,71.6,75.34,0.1989,0.8347,0.23834
XP_004860534.1,ENSRNOP00000044768,84.77,86.01,0.0911,0.3821,0.23829
XP_004871092.1,ENSRNOP00000005620,81.41,82.84,0.1179,0.495,0.23828
XP_004850122.1,ENSRNOP00000021272,69.95,72.88,0.2227,0.9349,0.23821
XP_004861683.1,ENSRNOP00000060519,82.24,85.18,0.1012,0.4251,0.23807
XP_004834235.1,ENSRNOP00000017570,72.41,75.63,0.1975,0.8301,0.23798
XP_004870190.1,ENSRNOP00000021227,78.89,76.83,0.1793,0.7534,0.23797
XP_004839431.1,ENSRNOP00000008200,77.51,80.34,0.1407,0.5912,0.23796
XP_004840767.1,ENSRNOP00000036810,80.72,82.43,0.1241,0.5214,0.23796
XP_004846323.1,ENSRNOP00000064470,76.99,80.11,0.1404,0.5901,0.23795
XP_004872624.1,ENSRNOP00000015494,83.01,83.33,0.1148,0.4824,0.23791
XP_004838044.1,ENSRNOP00000011874,81.92,83.98,0.1042,0.4379,0.2379
XP_004850516.1,ENSRNOP00000022282,73,79.69,0.1583,0.6665,0.23756
XP_004852884.1,ENSRNOP00000014639,64.1,72.93,0.2377,1.0009,0.23748
XP_004871664.1,ENSRNOP00000010103,80.19,82.19,0.1196,0.5034,0.23748
XP_004863086.1,ENSRNOP00000021339,78.01,80.84,0.1326,0.5583,0.23742
XP_004865326.1,ENSRNOP00000008156,78.06,80.46,0.1423,0.5995,0.2374
XP_004859678.1,ENSRNOP00000065879,47.46,62.89,0.5023,2.1159,0.23738
XP_004871553.1,ENSRNOP00000019299,80.51,81.64,0.1296,0.546,0.23735
XP_004851585.1,ENSRNOP00000016444,79.84,81.76,0.1242,0.5232,0.2373
XP_004846683.1,ENSRNOP00000066385,72.84,79.42,0.1774,0.7476,0.23728
XP_004851772.1,ENSRNOP00000046880,70.88,75.5,0.1893,0.7979,0.23727
XP_004858008.1,ENSRNOP00000002258,77.22,80.93,0.1359,0.573,0.23713
XP_004872050.1,ENSRNOP00000031422,76.83,80.38,0.1422,0.6001,0.23688
XP_004862938.1,ENSRNOP00000059648,78.72,81.74,0.1246,0.5269,0.23654
XP_004835151.1,ENSRNOP00000066054,74.12,77.44,0.1708,0.7221,0.23648
XP_004848644.1,ENSRNOP00000018545,66.36,72.46,0.2312,0.9778,0.23647
XP_004860267.1,ENSRNOP00000040441,78.8,77.87,0.1685,0.7128,0.23641
XP_004856224.1,ENSRNOP00000024404,71.34,75.99,0.1928,0.816,0.23629
XP_004862652.1,ENSRNOP00000036217,78.4,81.55,0.1301,0.5505,0.23627
XP_004850055.1,ENSRNOP00000057711,81.96,84.71,0.1038,0.4396,0.23622
XP_004852715.1,ENSRNOP00000021884,76.7,78.41,0.1587,0.6721,0.23621
XP_004872713.1,ENSRNOP00000065929,75.7,79.25,0.1601,0.6778,0.2362
XP_004835088.1,ENSRNOP00000008809,71.51,77.09,0.1786,0.7565,0.23612
XP_004845374.1,ENSRNOP00000011070,82.23,83.83,0.11,0.4657,0.23609
XP_004843211.1,ENSRNOP00000020062,71.85,79.01,0.1688,0.7155,0.23596
XP_004854364.1,ENSRNOP00000026065,79.47,81.57,0.1258,0.5333,0.23592
XP_004842416.1,ENSRNOP00000063900,80.65,80.65,0.1487,0.6308,0.23581
XP_004874025.1,ENSRNOP00000000336,78.15,82.66,0.1247,0.5291,0.23568
XP_004865312.1,ENSRNOP00000011135,83.56,85.54,0.0925,0.3927,0.23551
XP_004843513.1,ENSRNOP00000005934,75.94,80.66,0.1417,0.602,0.23547
XP_004839206.1,ENSRNOP00000012512,72.79,74.51,0.1903,0.8085,0.2354
XP_004868068.1,ENSRNOP00000022901,80.98,83.51,0.116,0.4929,0.23538
XP_004836373.1,ENSRNOP00000031587,74.86,76.91,0.178,0.7565,0.23537
XP_004860358.1,ENSRNOP00000065437,77.16,79.72,0.1465,0.6225,0.23537
XP_004839325.1,ENSRNOP00000007655,73.16,77.58,0.1696,0.7212,0.23519
XP_004868940.1,ENSRNOP00000054189,81.86,85.34,0.1046,0.4446,0.23518
XP_004873642.1,ENSRNOP00000003208,76.92,82.18,0.1308,0.5564,0.23517
XP_004847726.1,ENSRNOP00000024067,78.64,80.8,0.1316,0.5598,0.2351
XP_004864142.1,ENSRNOP00000027604,81.91,82.91,0.1093,0.4649,0.23508
XP_004843091.1,ENSRNOP00000023130,83.25,84.42,0.1016,0.4324,0.235
XP_004854031.1,ENSRNOP00000044548,79.52,82.09,0.122,0.5191,0.235
XP_004841925.1,ENSRNOP00000025137,81.74,83.21,0.1126,0.4796,0.23486
XP_004858050.1,ENSRNOP00000002191,79.64,82.45,0.1219,0.5191,0.23485
XP_004853217.1,ENSRNOP00000038238,75.1,78.15,0.1607,0.6844,0.23479
XP_004859537.1,ENSRNOP00000048783,73.91,78,0.1645,0.7007,0.23478
XP_004868855.1,ENSRNOP00000061212,76.48,78.23,0.1601,0.6817,0.23478
XP_004835082.1,ENSRNOP00000048806,60.34,68.56,0.2878,1.2266,0.23463
XP_004866350.1,ENSRNOP00000012586,66.45,73.9,0.2126,0.9061,0.23463
XP_004854088.1,ENSRNOP00000028664,84.27,86.52,0.0921,0.3926,0.2346
XP_004850493.1,ENSRNOP00000023896,74.78,76.11,0.1843,0.7856,0.23458
XP_004872770.1,ENSRNOP00000014807,69.51,73.84,0.2107,0.8988,0.2344
XP_004873738.1,ENSRNOP00000057290,81.7,85.46,0.1016,0.4337,0.23431
XP_004839556.1,ENSRNOP00000046052,78.61,81.8,0.1376,0.5878,0.23417
XP_004843714.1,ENSRNOP00000001551,74.45,74.6,0.2143,0.9156,0.2341
XP_004855497.1,ENSRNOP00000031671,74.22,77.33,0.1688,0.7211,0.23408
XP_004855594.1,ENSRNOP00000032874,75.5,79.91,0.1525,0.6514,0.23406
XP_004873644.1,ENSRNOP00000003189,82.85,84.77,0.0984,0.4209,0.23392
XP_004872725.1,ENSRNOP00000004263,83.51,84.54,0.0991,0.4237,0.23389
XP_004850281.1,ENSRNOP00000005887,73.43,78.06,0.1601,0.6847,0.23382
XP_004868691.1,ENSRNOP00000015977,69.74,75.15,0.2079,0.8894,0.23372
XP_004842857.1,ENSRNOP00000015967,83.53,84.71,0.0995,0.4257,0.23369
XP_004870622.1,ENSRNOP00000013889,63.86,69.64,0.2638,1.1291,0.23364
XP_004834472.1,ENSRNOP00000048109,77.59,80.32,0.1429,0.6118,0.2336
XP_004850209.1,ENSRNOP00000007190,76.53,78.76,0.1504,0.6439,0.23359
XP_004854399.1,ENSRNOP00000025409,79.48,82.95,0.1186,0.5079,0.23359
XP_004841454.1,ENSRNOP00000063118,77.1,78.39,0.1605,0.6871,0.23358
XP_004855288.1,ENSRNOP00000061024,78.19,81.11,0.1333,0.5705,0.23358
XP_004835880.1,ENSRNOP00000061013,75.15,79.04,0.1532,0.6559,0.23357
XP_004861502.1,ENSRNOP00000025912,85.92,86.85,0.0894,0.3826,0.23357
XP_004853198.1,ENSRNOP00000064200,78.55,81.28,0.1379,0.5903,0.23353
XP_004849442.1,ENSRNOP00000019703,78.76,81.53,0.1355,0.5803,0.23346
XP_004874532.1,ENSRNOP00000060623,83.22,82.68,0.114,0.4883,0.23341
XP_004837066.1,ENSRNOP00000061235,70.29,75.44,0.1958,0.8392,0.23335
XP_004874282.1,ENSRNOP00000018696,76.76,80.81,0.1393,0.5969,0.23335
XP_004839931.1,ENSRNOP00000006818,75.65,80.41,0.1422,0.6093,0.23332
XP_004859010.1,ENSRNOP00000028284,79.09,80.91,0.1351,0.579,0.23325
XP_004842339.1,ENSRNOP00000030039,63.06,73.87,0.2363,1.0134,0.23323
XP_004861442.1,ENSRNOP00000010760,80.33,83.47,0.1186,0.5088,0.23316
XP_004848061.1,ENSRNOP00000000092,76.18,76.11,0.1767,0.7578,0.23315
XP_004869428.1,ENSRNOP00000034135,72.68,76.57,0.1774,0.761,0.2331
XP_004862388.1,ENSRNOP00000001162,79.23,82.69,0.121,0.5189,0.23308
XP_004860875.1,ENSRNOP00000067187,66.99,74.51,0.2121,0.9103,0.23303
XP_004872915.1,ENSRNOP00000023286,79.52,81.53,0.1269,0.5448,0.23285
XP_004848693.1,ENSRNOP00000024035,82.03,83.79,0.1085,0.4662,0.2327
XP_004861431.1,ENSRNOP00000010180,73.52,77.32,0.1773,0.7621,0.23267
XP_004836115.1,ENSRNOP00000064579,73.97,77.45,0.1798,0.773,0.23265
XP_004834479.1,ENSRNOP00000050238,81.4,83.33,0.1102,0.4739,0.23262
XP_004855011.1,ENSRNOP00000014116,72.07,74.34,0.1961,0.8434,0.23254
XP_004850328.1,ENSRNOP00000006243,68.02,73.84,0.2251,0.968,0.23253
XP_004841410.1,ENSRNOP00000031789,71.77,75.51,0.1825,0.785,0.23247
XP_004863502.1,ENSRNOP00000052118,82.79,84.42,0.1034,0.4448,0.23242
XP_004870737.1,ENSRNOP00000018892,89.39,89.99,0.0601,0.2585,0.23241
XP_004849724.1,ENSRNOP00000002621,71.09,74.94,0.1996,0.8589,0.23239
XP_004853386.1,ENSRNOP00000005235,78.24,81.93,0.1307,0.5623,0.23236
XP_004862410.1,ENSRNOP00000001164,86.9,87.74,0.0744,0.3203,0.23229
XP_004872984.1,ENSRNOP00000023178,82.8,82.68,0.1132,0.4875,0.23219
XP_004873691.1,ENSRNOP00000012794,80.92,84.78,0.1085,0.4673,0.23217
XP_004855189.1,ENSRNOP00000019573,70.78,77.39,0.1974,0.8505,0.23207
XP_004859582.1,ENSRNOP00000052246,75.33,78.59,0.1534,0.6612,0.23201
XP_004838749.1,ENSRNOP00000024369,70.47,74.85,0.1978,0.8527,0.232
XP_004865541.1,ENSRNOP00000028066,52.94,63.31,0.3973,1.7135,0.23187
