SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004840693.1,ENSCPOP00000017349,79.56,81.27,0.1396,0.729,0.19153
XP_004856796.1,ENSCPOP00000002015,86.41,87.32,0.0731,0.3819,0.19149
XP_004839654.1,ENSCPOP00000010356,91.15,88.68,0.0686,0.3582,0.19147
XP_004853363.1,ENSCPOP00000014235,68.56,77.72,0.1915,1,0.19147
XP_004839626.1,ENSCPOP00000003280,92.51,92.18,0.04,0.209,0.1913
XP_004844877.1,ENSCPOP00000009589,87.36,86.31,0.0778,0.4068,0.19128
XP_004868412.1,ENSCPOP00000010477,83.88,87.12,0.0803,0.42,0.19128
XP_004834518.1,ENSCPOP00000008300,93.57,93.27,0.0339,0.1773,0.19125
XP_004854116.1,ENSCPOP00000016607,94.92,93.94,0.0303,0.1585,0.19123
XP_004837131.1,ENSCPOP00000002211,90.69,91.13,0.0487,0.2546,0.19116
XP_004864078.1,ENSCPOP00000005094,92.69,90.44,0.0472,0.2469,0.19116
XP_004849819.1,ENSCPOP00000006276,89.83,89.58,0.0586,0.3068,0.19114
XP_004865422.1,ENSCPOP00000011869,77.4,83.11,0.1195,0.6254,0.19113
XP_004867866.1,ENSCPOP00000001216,92.95,93.11,0.0372,0.1944,0.1911
XP_004853996.1,ENSCPOP00000009202,85.07,86.82,0.0857,0.4483,0.19108
XP_004861849.1,ENSCPOP00000011746,85.8,87.16,0.0765,0.4005,0.19108
XP_004842522.1,ENSCPOP00000011799,77.87,84.11,0.1164,0.6092,0.19108
XP_004845861.1,ENSCPOP00000016313,90.2,90.52,0.0517,0.2709,0.19098
XP_004841681.1,ENSCPOP00000003565,86.21,85.95,0.0799,0.4183,0.19091
XP_004857774.1,ENSCPOP00000006046,91.51,91.88,0.0497,0.2602,0.19085
XP_004840334.1,ENSCPOP00000009338,89.69,91.33,0.0509,0.2667,0.19082
XP_004846591.1,ENSCPOP00000015231,90.65,92.06,0.0458,0.24,0.19082
XP_004842225.1,ENSCPOP00000002439,93.43,92.99,0.0351,0.1843,0.19073
XP_004844575.1,ENSCPOP00000000343,91.72,91.93,0.0436,0.2287,0.19067
XP_004847577.1,ENSCPOP00000000027,91.1,90.11,0.0552,0.2897,0.19066
XP_004845499.1,ENSCPOP00000018576,85.21,87.57,0.0806,0.4227,0.19061
XP_004836262.1,ENSCPOP00000001145,88.71,89.09,0.0606,0.3178,0.19056
XP_004856028.1,ENSCPOP00000008382,89.6,89.95,0.0575,0.3019,0.19053
XP_004848145.1,ENSCPOP00000013282,92.79,92.39,0.038,0.1997,0.1905
XP_004835205.1,ENSCPOP00000006780,90.41,90.32,0.0522,0.2741,0.19048
XP_004874332.1,ENSCPOP00000015045,78.18,81.11,0.1383,0.7262,0.19046
XP_004844024.1,ENSCPOP00000009040,74.35,79.41,0.1664,0.8735,0.19045
XP_004852502.1,ENSCPOP00000018764,86.82,88.11,0.0709,0.3725,0.19044
XP_004870813.1,ENSCPOP00000000773,91.63,91.56,0.0437,0.2293,0.1904
XP_004835641.1,ENSCPOP00000010650,93.12,93.56,0.0348,0.1827,0.1904
XP_004857374.1,ENSCPOP00000006597,94.27,92.77,0.037,0.1942,0.19038
XP_004837523.1,ENSCPOP00000020548,85.01,86.51,0.0819,0.4303,0.19027
XP_004874427.1,ENSCPOP00000015288,81.2,83.86,0.1041,0.5471,0.19026
XP_004846573.1,ENSCPOP00000003264,89.62,90,0.0559,0.2939,0.1902
XP_004859261.1,ENSCPOP00000016513,84.23,85.59,0.0948,0.4985,0.19019
XP_004844842.1,ENSCPOP00000013036,85.06,86.65,0.08,0.4207,0.19014
XP_004843347.1,ENSCPOP00000002688,92.99,92.66,0.0372,0.196,0.19009
XP_004874227.1,ENSCPOP00000013901,86.51,85.4,0.0925,0.4868,0.19005
XP_004869725.1,ENSCPOP00000004729,94.19,94.19,0.03,0.1578,0.18993
XP_004873018.1,ENSCPOP00000010246,90.16,90.62,0.0515,0.271,0.18993
XP_004862741.1,ENSCPOP00000006261,89.31,90.15,0.0564,0.2971,0.18979
XP_004850873.1,ENSCPOP00000021029,90.36,91.01,0.0523,0.2757,0.18975
XP_004858255.1,ENSCPOP00000020688,92.12,92.01,0.0406,0.2141,0.18974
XP_004841493.1,ENSCPOP00000005873,86.32,87.64,0.0691,0.3641,0.18969
XP_004855077.1,ENSCPOP00000013763,88.14,87.87,0.0705,0.3719,0.18969
XP_004838286.1,ENSCPOP00000004975,92.7,92.73,0.0367,0.1934,0.18965
XP_004857113.1,ENSCPOP00000002560,96.4,96.54,0.0175,0.0921,0.18964
XP_004834291.1,ENSCPOP00000008909,88.86,87.13,0.0774,0.4081,0.18963
XP_004873845.1,ENSCPOP00000015090,89.29,88.31,0.0679,0.3583,0.18962
XP_004861908.1,ENSCPOP00000013923,88.02,88.15,0.0655,0.3452,0.18961
XP_004846685.1,ENSCPOP00000007423,88.29,89.5,0.0651,0.3435,0.18958
XP_004863379.1,ENSCPOP00000005856,92.78,92.05,0.0423,0.2235,0.18942
XP_004874112.1,ENSCPOP00000007208,91.38,91,0.0472,0.249,0.18941
XP_004857940.1,ENSCPOP00000009757,92.9,93.35,0.0342,0.1805,0.18941
XP_004844422.1,ENSCPOP00000016019,85.3,87.12,0.0775,0.4093,0.18937
XP_004856001.1,ENSCPOP00000006190,88.2,88.97,0.0618,0.3263,0.18934
XP_004853469.1,ENSCPOP00000000371,83.01,85.91,0.0919,0.4854,0.18925
XP_004869320.1,ENSCPOP00000008325,93.21,93.88,0.0325,0.172,0.18924
XP_004868276.1,ENSCPOP00000014966,94.52,93.82,0.0313,0.1655,0.1892
XP_004856981.1,ENSCPOP00000005048,92.71,93.13,0.0364,0.1923,0.18917
XP_004858010.1,ENSCPOP00000010203,92.31,92.77,0.0377,0.1995,0.18916
XP_004869675.1,ENSCPOP00000004896,94.88,93.57,0.0333,0.1764,0.18908
XP_004836523.1,ENSCPOP00000003725,91.64,91.17,0.0487,0.2574,0.18907
XP_004850584.1,ENSCPOP00000005236,96.34,96.34,0.0175,0.0928,0.18906
XP_004857523.1,ENSCPOP00000006466,89.17,89.1,0.0591,0.3126,0.18903
XP_004835476.1,ENSCPOP00000004865,91.13,90.45,0.0562,0.2972,0.189
XP_004835285.1,ENSCPOP00000002599,85.11,86.52,0.0828,0.4382,0.18894
XP_004849569.1,ENSCPOP00000009411,85.8,87.97,0.074,0.3918,0.18892
XP_004846257.1,ENSCPOP00000012630,94.81,94.46,0.0274,0.1452,0.1889
XP_004835249.1,ENSCPOP00000009416,93.48,91.94,0.0432,0.2286,0.18889
XP_004872242.1,ENSCPOP00000008266,76.06,75,0.1855,0.982,0.18888
XP_004856202.1,ENSCPOP00000002255,88.46,88.31,0.0638,0.3378,0.18884
XP_004842311.1,ENSCPOP00000007843,87.25,87.65,0.0696,0.3684,0.18884
XP_004864391.1,ENSCPOP00000000063,91.41,90.78,0.0469,0.2486,0.18882
XP_004849196.1,ENSCPOP00000013919,89.49,91.83,0.0562,0.2978,0.18877
XP_004857868.1,ENSCPOP00000012910,91.51,94.34,0.0354,0.1877,0.18871
XP_004838101.1,ENSCPOP00000003697,94.35,94.31,0.0289,0.1532,0.18869
XP_004862941.1,ENSCPOP00000008444,96.17,95.85,0.02,0.1059,0.18869
XP_004849885.1,ENSCPOP00000021013,88.37,89.49,0.0595,0.3155,0.18861
XP_004860342.1,ENSCPOP00000017538,89.29,89.21,0.0627,0.3326,0.1886
XP_004842384.1,ENSCPOP00000004359,92.53,92.53,0.0397,0.2106,0.18858
XP_004868567.1,ENSCPOP00000006607,85.34,86.8,0.082,0.4346,0.18858
XP_004853335.1,ENSCPOP00000006301,91.57,91.97,0.0417,0.2213,0.18854
XP_004842283.1,ENSCPOP00000004235,83.33,83.02,0.1114,0.5911,0.1885
XP_004847255.1,ENSCPOP00000000281,91.82,91.62,0.0434,0.2302,0.18849
XP_004849899.1,ENSCPOP00000008975,92.97,92.42,0.0389,0.2062,0.18844
XP_004868388.1,ENSCPOP00000016813,85.56,86.97,0.0818,0.4339,0.18841
XP_004870270.1,ENSCPOP00000004917,94.42,94.49,0.0271,0.1439,0.1884
XP_004858177.1,ENSCPOP00000006817,86.68,88.97,0.0692,0.3675,0.1883
XP_004835101.1,ENSCPOP00000001049,82.36,85.49,0.0944,0.5012,0.18827
XP_004856446.1,ENSCPOP00000009170,92.2,92.87,0.0386,0.2053,0.18825
XP_004873315.1,ENSCPOP00000018575,70.11,78.68,0.1768,0.9391,0.18823
XP_004847111.1,ENSCPOP00000019702,86.15,87.79,0.0739,0.3926,0.18818
XP_004836497.1,ENSCPOP00000013591,88.93,90.37,0.0551,0.2932,0.18808
XP_004871178.1,ENSCPOP00000001820,85.45,85.91,0.0809,0.43,0.18805
XP_004855905.1,ENSCPOP00000004055,94.36,93.48,0.0329,0.175,0.18804
XP_004842884.1,ENSCPOP00000016801,91.33,91.5,0.0482,0.2561,0.18803
XP_004866352.1,ENSCPOP00000011331,94.04,91.32,0.0396,0.2108,0.18801
XP_004836846.1,ENSCPOP00000018812,88.97,85.36,0.077,0.4098,0.18801
XP_004855013.1,ENSCPOP00000006055,93.21,93.49,0.0369,0.1966,0.18796
XP_004871376.1,ENSCPOP00000018044,88.52,90.71,0.0574,0.3055,0.18796
XP_004855011.1,ENSCPOP00000001783,92.39,93.13,0.0362,0.1929,0.18789
XP_004849957.1,ENSCPOP00000018301,90.38,91.29,0.0477,0.2537,0.18789
XP_004843941.1,ENSCPOP00000006251,76.21,82.26,0.1408,0.7497,0.18786
XP_004834435.1,ENSCPOP00000003123,93.41,93.83,0.0332,0.1768,0.18783
XP_004848207.1,ENSCPOP00000005360,93.34,91.52,0.0424,0.2256,0.18783
XP_004873738.1,ENSCPOP00000001396,92.14,93.42,0.0364,0.1937,0.18773
XP_004849785.1,ENSCPOP00000012553,94.04,93.63,0.0337,0.1793,0.18773
XP_004852975.1,ENSCPOP00000005783,91.98,92.69,0.0388,0.2068,0.18772
XP_004840255.1,ENSCPOP00000005505,93.48,92.49,0.0371,0.1976,0.18766
XP_004863360.1,ENSCPOP00000011283,83.53,88.1,0.0826,0.4405,0.18762
XP_004862205.1,ENSCPOP00000007397,93.99,94.42,0.0293,0.1561,0.18761
XP_004834600.1,ENSCPOP00000015840,90.79,90.79,0.0486,0.2592,0.18757
XP_004856328.1,ENSCPOP00000002244,80.26,83.67,0.1084,0.5781,0.18749
XP_004855744.1,ENSCPOP00000018290,91.67,92.06,0.0439,0.2343,0.18749
XP_004860753.1,ENSCPOP00000011382,90.32,88.84,0.0692,0.3693,0.18746
XP_004835485.1,ENSCPOP00000014189,89.52,89.74,0.0555,0.2962,0.18739
XP_004866840.1,ENSCPOP00000016073,52.7,63.21,0.4024,2.1476,0.18739
XP_004862658.1,ENSCPOP00000005387,89.79,91.29,0.0525,0.2803,0.18735
XP_004846776.1,ENSCPOP00000021231,75.12,77.47,0.1841,0.9828,0.18733
XP_004838470.1,ENSCPOP00000019553,94.62,94.56,0.0267,0.1428,0.18732
XP_004841827.1,ENSCPOP00000013190,93.76,93.76,0.0335,0.1788,0.18728
XP_004837269.1,ENSCPOP00000008636,93.69,92.91,0.0345,0.1845,0.18727
XP_004845539.1,ENSCPOP00000020435,87.35,89.21,0.0671,0.3584,0.18724
XP_004845091.1,ENSCPOP00000008531,94.57,93.78,0.0338,0.1803,0.18723
XP_004872270.1,ENSCPOP00000007245,84.69,83.87,0.0987,0.5271,0.1872
XP_004857548.1,ENSCPOP00000015019,94.62,93.73,0.0299,0.1596,0.1872
XP_004854351.1,ENSCPOP00000011125,92.69,92.63,0.0373,0.1991,0.18719
XP_004846959.1,ENSCPOP00000000516,83.73,83.39,0.1151,0.6151,0.18709
XP_004858115.1,ENSCPOP00000018399,89.13,90.66,0.0534,0.2856,0.18709
XP_004851942.1,ENSCPOP00000012024,90.78,91.17,0.0496,0.2652,0.18698
XP_004845072.1,ENSCPOP00000002939,91.18,93.25,0.0395,0.2112,0.18693
XP_004863355.1,ENSCPOP00000005291,92.87,93.16,0.0352,0.1883,0.18684
XP_004860896.1,ENSCPOP00000017378,81.31,85.29,0.106,0.5676,0.18676
XP_004845038.1,ENSCPOP00000005535,90.6,90.07,0.0511,0.2739,0.18669
XP_004837113.1,ENSCPOP00000012624,93.35,93.31,0.0335,0.1796,0.18669
XP_004868845.1,ENSCPOP00000010092,91.93,91.27,0.0435,0.2332,0.18664
XP_004835676.1,ENSCPOP00000013962,91.26,92.58,0.042,0.225,0.18664
XP_004835942.1,ENSCPOP00000011065,93.52,93.25,0.0345,0.1847,0.18663
XP_004874966.1,ENSCPOP00000011200,92.89,92.4,0.0388,0.2077,0.18661
XP_004841598.1,ENSCPOP00000015459,88.24,88.24,0.0674,0.361,0.18661
XP_004867274.1,ENSCPOP00000014078,84.64,83.54,0.1039,0.5566,0.1866
XP_004862552.1,ENSCPOP00000016820,88.34,90.58,0.0665,0.3563,0.1866
XP_004847247.1,ENSCPOP00000000933,92.62,92.22,0.0409,0.2191,0.18658
XP_004873515.1,ENSCPOP00000010035,80.65,81.78,0.1241,0.6653,0.18655
XP_004860666.1,ENSCPOP00000001158,84.71,87.02,0.0856,0.4589,0.18654
XP_004837899.1,ENSCPOP00000006288,89.94,91.11,0.0503,0.2699,0.18654
XP_004859921.1,ENSCPOP00000018373,67.16,76.62,0.2093,1.1219,0.18654
XP_004854540.1,ENSCPOP00000009073,95.97,95.3,0.0207,0.1107,0.18653
XP_004867050.1,ENSCPOP00000011457,89.88,89.06,0.0564,0.3026,0.18652
XP_004865404.1,ENSCPOP00000020825,89.17,90.28,0.0604,0.3238,0.18649
XP_004848654.1,ENSCPOP00000001827,90.84,90.7,0.05,0.2684,0.18645
XP_004870405.1,ENSCPOP00000005451,92.92,93.47,0.0358,0.1921,0.18645
XP_004860076.1,ENSCPOP00000016865,92.14,93.41,0.0375,0.201,0.18634
XP_004875266.1,ENSCPOP00000008414,84.62,86.89,0.0801,0.4301,0.18632
XP_004847656.1,ENSCPOP00000005759,90.99,91.74,0.0451,0.2422,0.18625
XP_004841752.1,ENSCPOP00000012386,90.06,89.99,0.0535,0.2872,0.18625
XP_004836839.1,ENSCPOP00000008910,86.5,88.42,0.0716,0.3844,0.18618
XP_004873057.1,ENSCPOP00000020742,90.4,90.15,0.0513,0.2754,0.18618
XP_004838887.1,ENSCPOP00000006718,92.22,91.57,0.0417,0.2238,0.18617
XP_004851334.1,ENSCPOP00000010080,89.93,90.56,0.0531,0.2852,0.18616
XP_004872076.1,ENSCPOP00000006388,94.9,95.16,0.0243,0.1303,0.18613
XP_004853414.1,ENSCPOP00000006134,91.59,90.34,0.0489,0.2627,0.18611
XP_004840705.1,ENSCPOP00000016811,91.38,90.66,0.0477,0.2564,0.18609
XP_004838289.1,ENSCPOP00000011633,92.63,91.97,0.0414,0.2227,0.18606
XP_004852189.1,ENSCPOP00000020820,86.58,88.71,0.0712,0.3828,0.18604
XP_004868273.1,ENSCPOP00000011192,94.83,94.37,0.0264,0.142,0.186
XP_004863800.1,ENSCPOP00000001621,83.87,87.11,0.0849,0.4564,0.18598
XP_004838426.1,ENSCPOP00000008890,90.06,87.74,0.0691,0.3716,0.18595
XP_004853125.1,ENSCPOP00000007092,92.15,92.24,0.0419,0.2252,0.18591
XP_004834588.1,ENSCPOP00000021087,90.31,89.97,0.0644,0.3462,0.18589
XP_004873143.1,ENSCPOP00000000427,92.13,90.03,0.0539,0.2901,0.1858
XP_004835638.1,ENSCPOP00000009602,92.88,92.11,0.0428,0.2302,0.18576
XP_004845872.1,ENSCPOP00000010534,90.13,90.35,0.05,0.269,0.18576
XP_004868822.1,ENSCPOP00000019964,89.37,90.48,0.0547,0.2942,0.18576
XP_004852829.1,ENSCPOP00000008680,86.38,87.35,0.0783,0.4218,0.1857
XP_004851573.1,ENSCPOP00000000821,92.78,92.7,0.0373,0.2011,0.18565
XP_004872882.1,ENSCPOP00000005041,93.55,93.48,0.0337,0.1814,0.18558
XP_004849836.1,ENSCPOP00000012854,92.23,92.13,0.0439,0.2367,0.18557
XP_004861536.1,ENSCPOP00000017643,93.77,93.44,0.0322,0.1733,0.18557
XP_004861091.1,ENSCPOP00000003493,89.3,89.16,0.0628,0.3383,0.18553
XP_004835237.1,ENSCPOP00000017651,84.13,88.12,0.0785,0.423,0.18552
XP_004834388.1,ENSCPOP00000000795,92.99,91.84,0.0457,0.2463,0.1855
XP_004858399.1,ENSCPOP00000002745,93,92.51,0.0377,0.2036,0.18544
XP_004849022.1,ENSCPOP00000010514,86.47,88.24,0.0782,0.4218,0.18543
XP_004873392.1,ENSCPOP00000019552,78.33,83.74,0.1139,0.6141,0.18543
XP_004850920.1,ENSCPOP00000013834,95.53,95.16,0.024,0.1295,0.18538
XP_004857402.1,ENSCPOP00000003660,91.09,91.54,0.0459,0.2476,0.18537
XP_004849829.1,ENSCPOP00000008429,93.1,93.16,0.0373,0.2015,0.18535
XP_004840697.1,ENSCPOP00000020406,90.17,89.15,0.0537,0.2896,0.18531
XP_004873024.1,ENSCPOP00000003015,94.46,93.82,0.0304,0.1642,0.1853
XP_004849812.1,ENSCPOP00000013128,89.14,88.13,0.0663,0.3578,0.18525
XP_004835403.1,ENSCPOP00000000608,89.71,89.3,0.0576,0.311,0.18522
XP_004857049.1,ENSCPOP00000002668,90.09,89.49,0.0614,0.3315,0.18519
XP_004858232.1,ENSCPOP00000012276,91.26,91.37,0.0445,0.2406,0.18519
XP_004839428.1,ENSCPOP00000000177,84.89,87.84,0.0799,0.4317,0.18515
XP_004871699.1,ENSCPOP00000004102,88.5,88.97,0.0605,0.3269,0.18511
XP_004857637.1,ENSCPOP00000012785,89.44,89.44,0.0572,0.3091,0.18507
XP_004852832.1,ENSCPOP00000002277,82.16,86.45,0.0969,0.5236,0.18504
XP_004836435.1,ENSCPOP00000014949,91.73,91.51,0.0436,0.2356,0.18502
XP_004868769.1,ENSCPOP00000002221,92.36,91.69,0.0423,0.2287,0.18497
XP_004846105.1,ENSCPOP00000004668,93.12,92.57,0.0365,0.1976,0.18485
XP_004850232.1,ENSCPOP00000005047,90.24,89.84,0.0532,0.2876,0.18482
XP_004857893.1,ENSCPOP00000004058,89.17,89.35,0.0589,0.3188,0.18469
XP_004852117.1,ENSCPOP00000011320,91.65,91.65,0.0459,0.2486,0.18466
XP_004841498.1,ENSCPOP00000018991,92.02,89.74,0.0552,0.2987,0.18465
XP_004837578.1,ENSCPOP00000004940,91.24,91.06,0.0466,0.2524,0.18456
XP_004835228.1,ENSCPOP00000010472,87.95,89.56,0.0591,0.3201,0.18455
XP_004840253.1,ENSCPOP00000018419,89.69,90.66,0.0513,0.2779,0.18453
XP_004846486.1,ENSCPOP00000013671,91.61,91.17,0.0458,0.2485,0.18451
XP_004860215.1,ENSCPOP00000008733,91.51,91.85,0.0424,0.2297,0.18444
XP_004870120.1,ENSCPOP00000012601,88.89,88.45,0.0632,0.3427,0.18443
XP_004853649.1,ENSCPOP00000000890,94.55,92.81,0.0385,0.2088,0.18432
XP_004862070.1,ENSCPOP00000003734,82.95,84.36,0.0977,0.5304,0.18428
XP_004846554.1,ENSCPOP00000008875,90.15,90.06,0.0536,0.2909,0.18427
XP_004854135.1,ENSCPOP00000007080,85.13,86.92,0.0833,0.4522,0.18425
XP_004871620.1,ENSCPOP00000012459,92.64,92.42,0.0383,0.2079,0.18421
XP_004847251.1,ENSCPOP00000010319,90.2,90.68,0.0499,0.271,0.1842
XP_004848332.1,ENSCPOP00000001522,90.09,91.23,0.0502,0.2726,0.18411
XP_004840272.1,ENSCPOP00000016840,92.8,92.46,0.0375,0.2037,0.1841
XP_004862787.1,ENSCPOP00000001459,93.57,94.93,0.0285,0.1546,0.18408
XP_004851606.1,ENSCPOP00000012402,91.49,90.99,0.0462,0.251,0.18406
XP_004875380.1,ENSCPOP00000000416,96.53,96.76,0.016,0.0869,0.18404
XP_004864253.1,ENSCPOP00000013061,91.88,90.38,0.048,0.261,0.18404
XP_004841947.1,ENSCPOP00000018513,91.67,89.71,0.051,0.277,0.18404
XP_004846095.1,ENSCPOP00000012348,91.48,91.17,0.0449,0.2437,0.18402
XP_004846277.1,ENSCPOP00000011424,91.59,91.59,0.0443,0.241,0.184
XP_004864761.1,ENSCPOP00000007611,93.02,93.28,0.0336,0.1829,0.18391
XP_004841866.1,ENSCPOP00000005939,76.73,80.14,0.1426,0.7754,0.18389
XP_004871243.1,ENSCPOP00000014152,85.55,87.43,0.0769,0.4182,0.18388
XP_004852048.1,ENSCPOP00000016547,84.21,90.35,0.0778,0.4232,0.18384
XP_004873730.1,ENSCPOP00000010470,87.18,88.89,0.0657,0.3573,0.1838
XP_004872538.1,ENSCPOP00000005757,74.88,79.86,0.1552,0.8446,0.18378
XP_004846344.1,ENSCPOP00000003068,94.97,94.42,0.0259,0.1409,0.18375
XP_004874532.1,ENSCPOP00000000072,91.43,91.48,0.043,0.2341,0.18374
XP_004837789.1,ENSCPOP00000004889,91.22,91.82,0.0446,0.2426,0.18372
XP_004854207.1,ENSCPOP00000001947,91.92,91.39,0.0438,0.2384,0.1837
XP_004844310.1,ENSCPOP00000005484,92.65,92.15,0.0395,0.2153,0.18363
XP_004866393.1,ENSCPOP00000000855,81.52,81.28,0.1265,0.6888,0.18361
XP_004848568.1,ENSCPOP00000007012,92.58,92.02,0.0395,0.2154,0.18361
XP_004862129.1,ENSCPOP00000006139,84.01,87.11,0.0844,0.4597,0.1836
XP_004863986.1,ENSCPOP00000014610,79.5,85.92,0.0979,0.5331,0.1836
XP_004857204.1,ENSCPOP00000009352,89.02,89.92,0.0571,0.3112,0.18359
XP_004871080.1,ENSCPOP00000009550,94.48,94.2,0.0282,0.1535,0.18358
XP_004844913.1,ENSCPOP00000002835,82.33,84.14,0.1003,0.5465,0.18356
XP_004858190.1,ENSCPOP00000011539,87.79,88.56,0.0701,0.3821,0.18356
XP_004861971.1,ENSCPOP00000002374,90.91,90.25,0.0502,0.2736,0.18347
XP_004861643.1,ENSCPOP00000012718,84.35,88.21,0.0759,0.4135,0.18343
XP_004845471.1,ENSCPOP00000017051,87.17,87.54,0.0804,0.4387,0.1834
XP_004837516.1,ENSCPOP00000013042,89.27,88.32,0.0633,0.3456,0.18326
XP_004855696.1,ENSCPOP00000017432,82.49,85.88,0.0936,0.5107,0.18325
XP_004834915.1,ENSCPOP00000006631,89.91,90.28,0.0519,0.2832,0.18324
XP_004835697.1,ENSCPOP00000018644,92.13,92.28,0.0405,0.2211,0.18324
XP_004875176.1,ENSCPOP00000018823,90.18,91.07,0.0492,0.2685,0.18318
XP_004864974.1,ENSCPOP00000005116,89.57,89.76,0.0555,0.3031,0.18317
XP_004851804.1,ENSCPOP00000001282,92.54,90.8,0.0466,0.2543,0.18314
XP_004834178.1,ENSCPOP00000002514,89.32,89.92,0.0537,0.293,0.18314
XP_004843454.1,ENSCPOP00000018776,91.85,90.91,0.044,0.2405,0.18309
XP_004861319.1,ENSCPOP00000011650,93.08,93.16,0.0347,0.1897,0.18305
XP_004834502.1,ENSCPOP00000000455,93.57,91.19,0.048,0.2624,0.183
XP_004865000.1,ENSCPOP00000011173,90.5,90.21,0.0543,0.2966,0.18299
XP_004842544.1,ENSCPOP00000017458,80.4,84.43,0.1057,0.5778,0.18292
XP_004868136.1,ENSCPOP00000005595,92.33,91.22,0.0472,0.2582,0.18291
XP_004854985.1,ENSCPOP00000009318,93.71,93.63,0.0308,0.1685,0.1829
XP_004862626.1,ENSCPOP00000004504,88.11,88.72,0.0628,0.3434,0.18289
XP_004872212.1,ENSCPOP00000005019,92.38,92.57,0.0379,0.207,0.18288
XP_004843681.1,ENSCPOP00000019306,89.49,88.9,0.0645,0.3525,0.18287
XP_004858153.1,ENSCPOP00000007263,91.08,91.65,0.0454,0.2484,0.18286
XP_004852874.1,ENSCPOP00000007091,90.42,89.99,0.0499,0.2731,0.1828
XP_004845971.1,ENSCPOP00000015720,42.4,56.35,0.579,3.1675,0.18279
XP_004836161.1,ENSCPOP00000003576,96.08,96.23,0.0186,0.1019,0.18276
XP_004840130.1,ENSCPOP00000003028,91.48,90.85,0.0477,0.2611,0.18271
XP_004866514.1,ENSCPOP00000013106,87.23,89.67,0.0629,0.3441,0.18269
XP_004848717.1,ENSCPOP00000002328,93.25,92.98,0.0352,0.1928,0.18263
XP_004871300.1,ENSCPOP00000013187,92.13,91.51,0.043,0.2357,0.18259
XP_004842009.1,ENSCPOP00000012240,93.52,93.29,0.0351,0.1923,0.18258
XP_004834358.1,ENSCPOP00000019227,84.67,84.29,0.0935,0.512,0.18257
XP_004852146.1,ENSCPOP00000004935,88.68,88.93,0.0745,0.4083,0.18252
XP_004841076.1,ENSCPOP00000014202,84.51,87.61,0.0825,0.4518,0.18252
XP_004870334.1,ENSCPOP00000011761,91.39,91.48,0.0434,0.2381,0.18243
XP_004845847.1,ENSCPOP00000010153,92.78,92.51,0.0362,0.1984,0.1823
XP_004841393.1,ENSCPOP00000004510,91.29,90.45,0.0551,0.3023,0.18224
XP_004846860.1,ENSCPOP00000009544,85.02,85.54,0.0877,0.4813,0.18221
XP_004866771.1,ENSCPOP00000011399,85.43,85.65,0.0914,0.5019,0.1822
XP_004872659.1,ENSCPOP00000003606,92.38,92.48,0.0392,0.2152,0.18217
XP_004835768.1,ENSCPOP00000016225,90.88,90.85,0.0485,0.266,0.18217
XP_004861325.1,ENSCPOP00000019794,87.8,89.21,0.0635,0.3489,0.18214
XP_004836411.1,ENSCPOP00000003138,93.59,94.15,0.0306,0.1681,0.18212
XP_004870263.1,ENSCPOP00000001728,88.24,86.92,0.0709,0.3895,0.18211
XP_004855625.1,ENSCPOP00000003894,88.99,89.37,0.0578,0.3172,0.1821
XP_004845343.1,ENSCPOP00000006877,92.41,92.32,0.0382,0.2099,0.18209
XP_004860779.1,ENSCPOP00000017922,87.89,89.65,0.0607,0.3333,0.18208
XP_004836067.1,ENSCPOP00000018028,89.59,90.05,0.0532,0.2925,0.182
XP_004868835.1,ENSCPOP00000019838,94.42,92.99,0.0337,0.185,0.182
XP_004860238.1,ENSCPOP00000002313,92.12,89.89,0.0583,0.3202,0.18197
XP_004834034.1,ENSCPOP00000008357,93.69,93.47,0.0321,0.1762,0.18197
XP_004836490.1,ENSCPOP00000008699,93.38,93.23,0.0335,0.1843,0.18192
XP_004839411.1,ENSCPOP00000011194,94.69,94.77,0.0283,0.1557,0.18191
XP_004838508.1,ENSCPOP00000002931,90.91,89.21,0.0558,0.3067,0.18185
XP_004834241.1,ENSCPOP00000017467,91.42,91.18,0.0461,0.2537,0.18185
XP_004849816.1,ENSCPOP00000012944,92.35,93.19,0.0363,0.1994,0.18184
XP_004860023.1,ENSCPOP00000008313,93.88,93.88,0.0305,0.1675,0.18183
XP_004838647.1,ENSCPOP00000006050,94.07,93.13,0.0319,0.1756,0.18181
XP_004866610.1,ENSCPOP00000017898,74.95,81.4,0.141,0.7758,0.18173
XP_004841156.1,ENSCPOP00000012969,93.55,91.86,0.0434,0.2386,0.1817
XP_004869371.1,ENSCPOP00000015270,86.84,89.18,0.0637,0.351,0.18164
XP_004859896.1,ENSCPOP00000018607,71.26,74.1,0.2242,1.2345,0.18164
XP_004842894.1,ENSCPOP00000000617,90.91,91.13,0.046,0.2533,0.18162
XP_004842005.1,ENSCPOP00000007471,92.61,91.78,0.0407,0.2243,0.18162
XP_004839455.1,ENSCPOP00000007264,94.98,94.98,0.0245,0.1351,0.18153
XP_004853628.1,ENSCPOP00000011857,93.47,93.06,0.0357,0.1968,0.1815
XP_004856368.1,ENSCPOP00000005040,94.26,93.86,0.0298,0.1642,0.18143
XP_004873157.1,ENSCPOP00000001494,87.44,86.13,0.0767,0.4228,0.18137
