SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004870588.1,ENSP00000394794,86.14,88.03,0.0739,0.3334,0.22164,PTPN13
XP_004840271.1,ENSP00000292377,85.84,87.45,0.0778,0.351,0.22161,GPC2
XP_004854765.1,ENSP00000335076,80.13,82.78,0.124,0.5596,0.22159,EDARADD
XP_004837598.1,ENSP00000313420,83.68,85.49,0.0914,0.4126,0.22155,PRKDC
XP_004839516.1,ENSP00000344829,87.89,88.36,0.0683,0.3084,0.22153,QPCT
XP_004848734.1,ENSP00000380074,90.62,90.48,0.0566,0.2554,0.22152,SLC38A9
XP_004838140.1,ENSP00000278520,82.26,87.59,0.0916,0.4135,0.22148,CCDC82
XP_004838878.1,ENSP00000358071,87.3,88.97,0.0663,0.2996,0.22147,SEC23IP
XP_004848052.1,ENSP00000282701,84.11,85.66,0.0896,0.4046,0.22144,BMP3
XP_004869782.1,ENSP00000354335,74.26,78.76,0.1581,0.7138,0.22144,MPEG1
XP_004866438.1,ENSP00000299238,81.91,83.66,0.106,0.479,0.22141,HPS6
XP_004834724.1,ENSP00000265239,69.54,75.78,0.2098,0.9476,0.22138,IQCG
XP_004845548.1,ENSP00000312753,81.47,84.43,0.1103,0.4985,0.22135,FAM109B
XP_004873766.1,ENSP00000382814,77.13,81.61,0.1315,0.5947,0.22119,ITFG3
XP_004871233.1,ENSP00000357288,65.6,68,0.3202,1.4478,0.22114,LAMTOR2
XP_004867026.1,ENSP00000221403,65.22,74.12,0.2341,1.0586,0.22112,DHDH
XP_004848824.1,ENSP00000387100,74,79.71,0.1611,0.7285,0.2211,TPRN
XP_004861353.1,ENSP00000450607,86.7,87.59,0.0751,0.3398,0.22104,TIMELESS
XP_004861211.1,ENSP00000261187,85.08,86.06,0.0892,0.4038,0.22102,SLC16A7
XP_004840788.1,ENSP00000341141,76.31,80.94,0.1392,0.6302,0.22093,SIGLEC1
XP_004858365.1,ENSP00000363046,90.63,92.07,0.0465,0.2107,0.22092,IPMK
XP_004837057.1,ENSP00000335024,76.78,81.2,0.1349,0.611,0.22081,SERPINA11
XP_004865718.1,ENSP00000466639,53.57,62.62,0.4047,1.8329,0.22081,AC024592.12
XP_004844576.1,ENSP00000295124,81.5,84.11,0.1046,0.4737,0.22076,CCDC138
XP_004861797.1,ENSP00000267890,84.18,84.97,0.0937,0.4243,0.22071,TTBK2
XP_004850618.1,ENSP00000395574,85.71,87.66,0.0762,0.3451,0.22067,TCEB3
XP_004840917.1,ENSP00000366939,76.47,77.35,0.1649,0.7472,0.22063,MGME1
XP_004836497.1,ENSP00000313600,83.28,85.99,0.0912,0.4136,0.22055,ATP10B
XP_004871553.1,ENSP00000339992,91.95,93.05,0.0393,0.1783,0.22047,MYB
XP_004836460.1,ENSP00000265295,87.09,88.41,0.0733,0.3326,0.22045,SPDL1
XP_004870103.1,ENSP00000306997,89.77,90.91,0.0541,0.2456,0.22026,MYOZ2
XP_004855441.1,ENSP00000333551,82.91,84.61,0.1001,0.4546,0.2202,PROSC
XP_004875464.1,ENSP00000262999,80.78,83.28,0.1068,0.4851,0.22017,UCP1
XP_004834304.1,ENSP00000304987,83.37,85.7,0.0925,0.4203,0.22011,BFSP2
XP_004864296.1,ENSP00000316193,82.57,86.84,0.0901,0.4095,0.22011,DNASE1L3
XP_004837201.1,ENSP00000251089,88.61,89.36,0.0621,0.2825,0.22,ANGEL1
XP_004835506.1,ENSP00000341550,84.6,85.53,0.0904,0.4111,0.21991,SLC24A5
XP_004837633.1,ENSP00000313059,89.01,89.36,0.0612,0.2784,0.21988,WNK1
XP_004841487.1,ENSP00000409612,88.12,91.13,0.0585,0.2663,0.21987,ACADM
XP_004858494.1,ENSP00000350263,90.01,90.76,0.0548,0.2493,0.21987,PIGN
XP_004856876.1,ENSP00000315386,86.96,88.74,0.0672,0.3058,0.21979,KDELC2
XP_004835205.1,ENSP00000351310,85.71,87.13,0.0792,0.3604,0.21978,COL6A6
XP_004841081.1,ENSP00000290291,68.95,78.22,0.1904,0.8666,0.21975,OGFR
XP_004852850.1,ENSP00000377801,78.65,82.43,0.1273,0.5796,0.21968,RCCD1
XP_004874656.1,ENSP00000218008,92.11,91.81,0.0454,0.2067,0.21966,ATP1B4
XP_004835475.1,ENSP00000261854,84.84,87.3,0.0803,0.3657,0.21963,SPPL2A
XP_004847676.1,ENSP00000324944,86.46,87.68,0.074,0.337,0.2196,MBOAT1
XP_004862054.1,ENSP00000438468,78.5,81.07,0.1422,0.6477,0.2196,HHAT
XP_004866355.1,ENSP00000343885,71.86,76.75,0.1781,0.811,0.2196,PPA2
XP_004836119.1,ENSP00000440698,81.61,85.44,0.1019,0.4642,0.21959,DBI
XP_004873853.1,ENSP00000305138,87.5,90.63,0.0596,0.2717,0.21953,FAM195A
XP_004842719.1,ENSP00000408598,73.13,79.48,0.1694,0.7718,0.21951,PABPN1L
XP_004843495.1,ENSP00000385357,77.27,83.33,0.1328,0.605,0.21951,CCDC157
XP_004836210.1,ENSP00000368869,84.29,82.74,0.109,0.4972,0.21932,PRR16
XP_004862873.1,ENSP00000425133,94.04,93.13,0.0378,0.1725,0.2193,SMG7
XP_004854178.1,ENSP00000376955,88.43,90.26,0.0586,0.2675,0.21914,DENND2C
XP_004865050.1,ENSP00000452245,84.35,85.94,0.0956,0.4365,0.21909,RNASE4
XP_004867188.1,ENSP00000345997,84.26,85.21,0.1018,0.4646,0.21905,DMPK
XP_004867730.1,ENSP00000302895,87.86,89.52,0.0659,0.3011,0.219,ARAP2
XP_004864608.1,ENSP00000289528,90.66,90.66,0.0527,0.2407,0.21898,ZFAND2B
XP_004857474.1,ENSP00000315387,83.23,84.42,0.0997,0.4556,0.21891,TMEM102
XP_004836261.1,ENSP00000274507,84.11,87.86,0.0767,0.3502,0.21888,LECT2
XP_004835499.1,ENSP00000329668,80.03,82.47,0.114,0.5208,0.21887,SHC4
XP_004866088.1,ENSP00000340088,60.06,70.76,0.2729,1.2474,0.2188,THEG
XP_004841416.1,ENSP00000359640,84.42,85.66,0.0918,0.4196,0.21877,MCOLN2
XP_004874640.1,ENSP00000367029,85.61,87.13,0.0797,0.3644,0.21877,POLR1E
XP_004870359.1,ENSP00000376522,89.42,90.89,0.055,0.2514,0.21873,CEP112
XP_004850089.1,ENSP00000395220,87.38,89.16,0.0654,0.2991,0.21855,SYTL5
XP_004849635.1,ENSP00000360597,70.52,77,0.1954,0.894,0.21854,LRRC26
XP_004872344.1,ENSP00000328875,85.62,86.39,0.0813,0.372,0.21853,TRAK2
XP_004847810.1,ENSP00000369391,86.23,87.88,0.074,0.3387,0.21847,RPP40
XP_004845847.1,ENSP00000351957,85.99,86.52,0.0812,0.3719,0.21843,PDE3A
XP_004860542.1,ENSP00000412724,81.07,83.31,0.1095,0.5013,0.21832,FAM115C
XP_004851575.1,ENSP00000432487,89.64,91.05,0.0519,0.2379,0.21827,SAAL1
XP_004857043.1,ENSP00000392411,76.62,82.71,0.1333,0.6108,0.21827,SLC13A2
XP_004873986.1,ENSP00000367880,90.23,89.51,0.0581,0.2661,0.21827,PIGO
XP_004870366.1,ENSP00000257408,82.4,84.81,0.0981,0.4496,0.2182,KLB
XP_004860076.1,ENSP00000360242,89.34,91.48,0.0534,0.2448,0.21802,XIAP
XP_004873140.1,ENSP00000292140,72.25,78.29,0.1752,0.8035,0.218,PHLDB3
XP_004858314.1,ENSP00000277746,91.29,91.52,0.0469,0.2153,0.21796,NRBF2
XP_004842340.1,ENSP00000372199,80.99,83.65,0.1117,0.5127,0.21787,URB1
XP_004868007.1,ENSP00000348496,81.02,84.94,0.1065,0.4888,0.21779,SUN5
XP_004859206.1,ENSP00000222286,83.77,86.54,0.0881,0.4048,0.21775,GAPDHS
XP_004862687.1,ENSP00000281441,83.27,84.73,0.097,0.4454,0.21775,TMEM45B
XP_004857004.1,ENSP00000386616,76.15,80.73,0.1446,0.664,0.21774,ZC3H12D
XP_004834274.1,ENSP00000389175,86.04,86.11,0.0861,0.3957,0.21767,GLYCTK
XP_004841084.1,ENSP00000334294,87.84,88.96,0.0664,0.3051,0.21767,TCFL5
XP_004869352.1,ENSP00000360913,90.37,91.8,0.0465,0.2138,0.21767,SPATA6
XP_004854090.1,ENSP00000357927,84.79,84.88,0.0899,0.4133,0.21755,BNIPL
XP_004847948.1,ENSP00000245157,90.01,90.01,0.0577,0.2652,0.21751,BBS2
XP_004837189.1,ENSP00000216465,86.57,86.88,0.0829,0.3814,0.21737,GSTZ1
XP_004854985.1,ENSP00000274026,90.28,90.82,0.0522,0.2403,0.21736,CCNA2
XP_004836932.1,ENSP00000450040,73.86,79.71,0.1648,0.7582,0.21734,ASPG
XP_004837404.1,ENSP00000261783,88.95,89.33,0.0613,0.2819,0.21732,ARG2
XP_004851107.1,ENSP00000361834,90.55,88.32,0.0605,0.2786,0.21728,COL9A2
XP_004874867.1,ENSP00000455643,78.77,82.19,0.1216,0.5596,0.21726,ST20-MTHFS
XP_004853017.1,ENSP00000280193,87.98,90.06,0.0599,0.2757,0.21722,VEGFC
XP_004858606.1,ENSP00000267339,78.72,81.88,0.125,0.5754,0.21721,ANKRD10
XP_004864142.1,ENSP00000267425,87.15,87.03,0.0746,0.3436,0.21713,NOP9
XP_004850653.1,ENSP00000363513,85.15,86.8,0.0877,0.404,0.2171,NCMAP
XP_004838848.1,ENSP00000358019,87.07,89.09,0.0657,0.3026,0.21706,NSMCE4A
XP_004843116.1,ENSP00000258200,76.01,80.14,0.1456,0.671,0.21699,FBXL8
XP_004852687.1,ENSP00000381607,70.81,76.4,0.2067,0.9529,0.21696,GSTP1
XP_004840020.1,ENSP00000313050,82.59,81.11,0.1289,0.5947,0.21681,GBAS
XP_004856731.1,ENSP00000433312,89.47,90.18,0.0599,0.2762,0.21676,FXYD6
XP_004856451.1,ENSP00000257696,73.02,78.31,0.1526,0.7042,0.21674,HILPDA
XP_004860259.1,ENSP00000358400,87.95,88.51,0.067,0.3093,0.21669,MDN1
XP_004856565.1,ENSP00000436785,87.32,87.89,0.0736,0.3396,0.21665,SLC35F2
XP_004872774.1,ENSP00000301466,83.54,85.87,0.0933,0.4304,0.21665,SOAT2
XP_004873408.1,ENSP00000340983,56.42,67.57,0.3353,1.5483,0.21655,LRRC25
XP_004840138.1,ENSP00000006777,76.1,81.59,0.1288,0.595,0.21654,RHBDD2
XP_004862760.1,ENSP00000405514,87.19,88.06,0.0744,0.3437,0.21642,PPP1R9A
XP_004858278.1,ENSP00000332806,83.68,86.12,0.0906,0.4188,0.21638,EMILIN3
XP_004863213.1,ENSP00000331470,87.02,87.91,0.0699,0.3233,0.21636,DBX2
XP_004847287.1,ENSP00000265018,79.81,84.48,0.1137,0.5258,0.2163,FAM184B
XP_004840535.1,ENSP00000005260,75.9,76.84,0.1692,0.7825,0.21629,BAIAP2L1
XP_004848105.1,ENSP00000286733,81.48,83.19,0.1075,0.4971,0.21629,NAAA
XP_004857299.1,ENSP00000370968,74.77,80.46,0.1563,0.7228,0.21629,MYBBP1A
XP_004853952.1,ENSP00000271348,83.75,86.83,0.0869,0.4017,0.21625,GJA5
XP_004857709.1,ENSP00000234160,89.38,89.45,0.0589,0.2725,0.2162,GORASP2
XP_004857273.1,ENSP00000371294,86.65,86.92,0.0863,0.3992,0.21618,CTNS
XP_004834386.1,ENSP00000342805,91.62,92.36,0.046,0.2128,0.21603,FAIM
XP_004857991.1,ENSP00000328251,87.26,87.9,0.0724,0.335,0.21602,MINA
XP_004873959.1,ENSP00000262384,86.2,87.86,0.0725,0.3361,0.21583,N4BP1
XP_004872411.1,ENSP00000310873,82.21,83.02,0.1052,0.4875,0.2158,COQ2
XP_004873025.1,ENSP00000460964,86.86,88.48,0.0685,0.3175,0.21571,ATPAF1
XP_004863379.1,ENSP00000316032,89.26,89.87,0.0585,0.2711,0.21561,NUP98
XP_004861908.1,ENSP00000265372,87.7,89.48,0.0628,0.2913,0.21559,CREM
XP_004873938.1,ENSP00000293879,71.9,77.65,0.1784,0.8276,0.21556,WDR90
XP_004844480.1,ENSP00000377118,87.94,89.63,0.0643,0.2982,0.21555,LIPT1
XP_004854166.1,ENSP00000357807,81.3,85.5,0.0955,0.4433,0.21551,THEM5
XP_004860095.1,ENSP00000360147,85.39,86.04,0.0887,0.4118,0.21543,XPNPEP2
XP_004834768.1,ENSP00000387209,91.3,91.1,0.0504,0.2338,0.21542,CEP19
XP_004846270.1,ENSP00000398568,74.19,80.81,0.1463,0.6794,0.21535,PRF1
XP_004866829.1,ENSP00000311746,80.36,83.39,0.1195,0.5551,0.21531,KLK10
XP_004845892.1,ENSP00000261170,84.31,85.59,0.0918,0.4263,0.21529,GUCY2C
XP_004853842.1,ENSP00000256592,89.13,90.82,0.0537,0.2497,0.21522,TSHB
XP_004837930.1,ENSP00000301258,68.14,77.58,0.1923,0.8936,0.21514,PSCA
XP_004848710.1,ENSP00000422554,84.57,86.26,0.0854,0.3968,0.21509,ADAMTS12
XP_004838266.1,ENSP00000371711,80.17,84.94,0.1019,0.4737,0.21503,DMRT1
XP_004844650.1,ENSP00000366549,85.91,86.46,0.0814,0.3786,0.21503,ST3GAL5
XP_004839719.1,ENSP00000265720,89.59,92.11,0.0491,0.2285,0.21499,DUS4L
XP_004852433.1,ENSP00000454303,82.4,82.97,0.1124,0.5227,0.21495,AP5B1
XP_004836680.1,ENSP00000200652,87.11,88.87,0.0674,0.3139,0.21487,SLC22A4
XP_004845726.1,ENSP00000338812,68.73,79.79,0.1736,0.808,0.21485,C1QTNF6
XP_004843423.1,ENSP00000249064,86.23,88.16,0.0709,0.3298,0.21483,CCDC117
XP_004858516.1,ENSP00000262150,80.96,84.41,0.1055,0.4913,0.21482,CDH19
XP_004862249.1,ENSP00000255409,80.16,83.72,0.1119,0.5212,0.21478,CHI3L1
XP_004842307.1,ENSP00000334808,88.19,90.34,0.0614,0.2861,0.21475,USP16
XP_004857009.1,ENSP00000343952,76.74,78.07,0.1635,0.7614,0.21469,CCR6
XP_004838101.1,ENSP00000313699,88.85,90.09,0.0579,0.27,0.21464,HEPHL1
XP_004866168.1,ENSP00000375133,83.83,86.31,0.089,0.415,0.21456,ZRSR1
XP_004854004.1,ENSP00000391668,90.69,90.6,0.0517,0.2411,0.21445,MTMR11
XP_004867773.1,ENSP00000361097,64.49,75.08,0.2263,1.055,0.21445,MMRN2
XP_004841870.1,ENSP00000239906,94.39,94.3,0.0294,0.1373,0.2144,FAM53C
XP_004862756.1,ENSP00000398930,89.8,87.29,0.0794,0.3705,0.21436,SGCE
XP_004867169.1,ENSP00000366898,85.16,87.76,0.0801,0.3738,0.21436,HIF3A
XP_004847951.1,ENSP00000457258,87.04,89.01,0.0666,0.3107,0.21435,OGFOD1
XP_004860708.1,ENSP00000245539,83.06,85.4,0.0939,0.4382,0.21433,MRPS7
XP_004866774.1,ENSP00000365776,78.09,81.98,0.1348,0.6288,0.21432,TMC4
XP_004841856.1,ENSP00000033079,91.44,92.86,0.0425,0.1984,0.21428,FAM13B
XP_004873738.1,ENSP00000390778,86.84,89.38,0.0682,0.3184,0.21428,MEIOB
XP_004844200.1,ENSP00000420976,80.63,85,0.1055,0.4924,0.21425,DLEU7
XP_004861697.1,ENSP00000326227,86.87,87.49,0.0756,0.3528,0.21421,GANC
XP_004850516.1,ENSP00000364220,81.36,85.64,0.0987,0.4607,0.21415,VWA5B1
XP_004868855.1,ENSP00000321636,82.82,83.22,0.1101,0.5143,0.21413,TOP3A
XP_004859520.1,ENSP00000225474,67,78.33,0.1899,0.887,0.21407,CSF3
XP_004847389.1,ENSP00000309285,65.02,77.47,0.2221,1.0379,0.214,CCDC96
XP_004864693.1,ENSP00000301729,72.95,80.37,0.1543,0.7211,0.21396,ECI1
XP_004869038.1,ENSP00000376142,82.66,84.25,0.0999,0.4671,0.21395,INPP1
XP_004851641.1,ENSP00000263181,79.33,82.01,0.1245,0.5822,0.21386,KIF18A
XP_004846095.1,ENSP00000417038,87.36,87.78,0.0724,0.3385,0.21382,PHACTR2
XP_004844185.1,ENSP00000430236,89.02,90.04,0.0584,0.2733,0.21376,ALG11
XP_004847253.1,ENSP00000264864,85.89,88.49,0.07,0.3275,0.21373,PI4K2B
XP_004852272.1,ENSP00000255082,73.9,80.92,0.1465,0.6853,0.21373,ACY3
XP_004860136.1,ENSP00000429473,90.25,92.23,0.0483,0.226,0.21372,HS6ST2
XP_004839539.1,ENSP00000323879,89.61,90.04,0.0577,0.2702,0.21367,ZNRF2
XP_004852721.1,ENSP00000261275,80.12,82.33,0.1223,0.5727,0.21358,FAM189A1
XP_004838720.1,ENSP00000326411,91.08,92.07,0.0441,0.2064,0.21354,CWF19L1
XP_004848971.1,ENSP00000349929,80.56,82.75,0.1155,0.5407,0.21354,SDCCAG3
XP_004846326.1,ENSP00000401566,86.63,88.08,0.0721,0.3377,0.21349,ECD
XP_004863767.1,ENSP00000366934,72.84,76.44,0.1685,0.7895,0.21343,NOL9
XP_004869165.1,ENSP00000263174,85.45,87.64,0.0784,0.3675,0.21338,PALMD
XP_004857980.1,ENSP00000377769,85.71,88.29,0.0754,0.3537,0.21333,ARL13B
XP_004842384.1,ENSP00000370966,89.97,90.83,0.055,0.258,0.21331,CRYZL1
XP_004844603.1,ENSP00000283646,87.42,88.6,0.0692,0.3246,0.2133,RPIA
XP_004836892.1,ENSP00000376349,17.12,33.93,1.4628,6.8583,0.21329,NUDT14
XP_004847145.1,ENSP00000259873,80.63,82.74,0.1126,0.5284,0.21316,MRPS18B
XP_004866290.1,ENSP00000378191,84.69,85.94,0.091,0.4272,0.21313,AIMP1
XP_004864249.1,ENSP00000206474,85.4,88.06,0.0743,0.3489,0.21309,HAUS4
XP_004843643.1,ENSP00000248948,82.11,83.74,0.1082,0.5081,0.21297,VPREB3
XP_004856328.1,ENSP00000338010,69.36,76.57,0.1923,0.903,0.21295,IL21R
XP_004846915.1,ENSP00000364016,82.25,84.18,0.1028,0.483,0.21291,PSMB8
XP_004873648.1,ENSP00000345667,82.72,85.42,0.0955,0.4484,0.2129,ILDR1
XP_004849866.1,ENSP00000316891,88.03,89.21,0.0638,0.2995,0.21289,LIMCH1
XP_004867441.1,ENSP00000370299,70.46,77.03,0.1831,0.86,0.21286,SHROOM2
XP_004858696.1,ENSP00000365048,73.26,73.99,0.188,0.8836,0.21279,TNFSF13B
XP_004854153.1,ENSP00000357823,84.31,84.97,0.0937,0.4404,0.21277,MRPL9
XP_004875094.1,ENSP00000448517,88.26,89.32,0.0635,0.2984,0.21277,CPM
XP_004857849.1,ENSP00000280701,90.41,91.5,0.051,0.2399,0.21275,OXSM
XP_004875151.1,ENSP00000361728,91.89,92.49,0.0436,0.2051,0.2127,NGFRAP1
XP_004840757.1,ENSP00000217173,82.81,84.97,0.0965,0.4545,0.21232,UBOX5
XP_004855462.1,ENSP00000332757,86.01,87.13,0.0782,0.3685,0.21228,FUT10
XP_004849015.1,ENSP00000361032,69.69,77.95,0.1826,0.8601,0.21226,SURF2
XP_004866960.1,ENSP00000246785,86,87.33,0.0749,0.3529,0.21217,BCL2L12
XP_004850527.1,ENSP00000364212,81.38,84.14,0.1077,0.5077,0.21216,CDA
XP_004863060.1,ENSP00000320247,78.26,81.52,0.1348,0.6359,0.21203,AQP6
XP_004874286.1,ENSP00000469686,85.93,86.09,0.0863,0.4072,0.21198,EGLN2
XP_004839243.1,ENSP00000296097,75.58,81.2,0.1318,0.622,0.21193,DNAJC5G
XP_004853456.1,ENSP00000420714,88.28,89.32,0.0622,0.2935,0.21188,MRPS14
XP_004839517.1,ENSP00000295373,87.51,87.39,0.0753,0.3554,0.21187,DHX57
XP_004851116.1,ENSP00000352639,74.63,78.73,0.1704,0.805,0.21172,CELA2A
XP_004858707.1,ENSP00000356953,88.76,88.76,0.0642,0.3034,0.2117,SDHC
XP_004862788.1,ENSP00000382356,87.64,88.36,0.068,0.3212,0.21166,COL28A1
XP_004842025.1,ENSP00000385927,88.03,88.57,0.0665,0.3141,0.21161,RMDN1
XP_004855003.1,ENSP00000274008,88.57,89.86,0.0593,0.2805,0.21154,SPATA5
XP_004846695.1,ENSP00000287152,83.94,86.28,0.0859,0.4065,0.2112,KIF6
XP_004873003.1,ENSP00000354671,87.78,88.08,0.068,0.3222,0.21118,MAST2
XP_004862324.1,ENSP00000330460,88.03,87.59,0.0741,0.3509,0.21114,DDX59
XP_004851394.1,ENSP00000272847,84.62,86.39,0.0829,0.3927,0.21106,PTH2R
XP_004834615.1,ENSP00000417354,87.07,88.77,0.0711,0.337,0.2109,GOLIM4
XP_004853588.1,ENSP00000355964,89.39,90.5,0.0548,0.2597,0.21089,LPGAT1
XP_004867552.1,ENSP00000253577,91.71,92.09,0.0443,0.2103,0.21086,ABCB7
XP_004845025.1,ENSP00000359525,92.11,93.2,0.0375,0.1777,0.21084,UBE2NL
XP_004839744.1,ENSP00000410759,92.11,92.24,0.0419,0.1986,0.21079,ATXN7L1
XP_004875241.1,ENSP00000358510,86.77,87.83,0.0721,0.3422,0.2106,FUNDC2
XP_004834479.1,ENSP00000296051,88.73,89.37,0.0597,0.2834,0.21059,HPS3
XP_004854961.1,ENSP00000255476,77.94,78.55,0.1559,0.7403,0.21057,RFXAP
XP_004870614.1,ENSP00000226284,80.32,84.02,0.1125,0.5345,0.21054,IBSP
XP_004846860.1,ENSP00000393963,80.53,81.32,0.1277,0.6065,0.2105,KIFC1
XP_004866554.1,ENSP00000340937,83.05,83.19,0.103,0.4892,0.21049,COL17A1
XP_004839581.1,ENSP00000005587,89.14,91.74,0.0524,0.2489,0.21047,SKAP2
XP_004848011.1,ENSP00000396995,90.49,90.54,0.0549,0.2608,0.21045,PAPD5
XP_004866586.1,ENSP00000263093,78.41,80.82,0.1368,0.6501,0.21039,SLC27A5
XP_004865281.1,ENSP00000356782,89,90.33,0.0565,0.2688,0.2103,BLZF1
XP_004835980.1,ENSP00000264192,84.12,87,0.0804,0.3826,0.21024,CYTIP
XP_004858527.1,ENSP00000401645,80,82.81,0.1131,0.5383,0.21016,SERPINB2
XP_004856372.1,ENSP00000262570,91.19,91.04,0.0504,0.2396,0.21014,CHCHD3
XP_004835291.1,ENSP00000273153,82.39,85.01,0.0964,0.4589,0.21004,CSRNP1
XP_004861693.1,ENSP00000382434,80.07,83.23,0.1191,0.5673,0.21,PLA2G4E
XP_004869606.1,ENSP00000276326,83.17,82.54,0.1177,0.5606,0.21,FBXO25
XP_004874514.1,ENSP00000263593,86.91,88.28,0.0691,0.3291,0.20998,SIAE
XP_004852480.1,ENSP00000308548,82.71,84.22,0.1052,0.501,0.20996,ZNHIT2
XP_004851849.1,ENSP00000330240,62.85,69.09,0.282,1.3438,0.20988,CCDC34
XP_004836423.1,ENSP00000467843,84.3,84.88,0.0924,0.4403,0.20983,BOD1L2
XP_004854085.1,ENSP00000357914,86.61,87.28,0.0742,0.3538,0.20979,GABPB2
XP_004839213.1,ENSP00000238788,83.67,86.59,0.0877,0.418,0.20977,TMEM214
XP_004866148.1,ENSP00000297904,86.44,88.51,0.0682,0.3252,0.20977,FIGF
XP_004870228.1,ENSP00000320430,91.92,93.6,0.0398,0.1898,0.20975,S100Z
XP_004850630.1,ENSP00000363614,86.77,86.67,0.0802,0.3824,0.20969,HMGCL
XP_004856500.1,ENSP00000388207,80.79,83.89,0.1035,0.4937,0.20968,RNF148
XP_004845015.1,ENSP00000439068,84.92,86.93,0.0828,0.3949,0.20967,CRADD
XP_004835289.1,ENSP00000343140,82.32,84.38,0.0998,0.4762,0.20966,XIRP1
XP_004850594.1,ENSP00000313967,81.27,83.93,0.1094,0.5218,0.20964,C1QB
XP_004856796.1,ENSP00000264031,85.87,87.14,0.0773,0.3687,0.20964,UPK2
XP_004835864.1,ENSP00000303424,79.89,83.14,0.1211,0.5778,0.2096,PTGDR
XP_004870478.1,ENSP00000343610,90.56,91.39,0.0493,0.2353,0.20957,SYNRG
XP_004839142.1,ENSP00000322170,85.27,86.05,0.0817,0.3898,0.2095,PFN4
XP_004841329.1,ENSP00000359385,89.88,90.78,0.0542,0.2588,0.20945,GLMN
XP_004848582.1,ENSP00000303394,92.67,91.33,0.0452,0.2159,0.20939,HSPB3
XP_004864212.1,ENSP00000413418,89.68,89.7,0.0567,0.2709,0.20939,ZFHX2
XP_004861264.1,ENSP00000335560,88.1,87.82,0.0723,0.3456,0.2093,ARHGEF25
XP_004861819.1,ENSP00000367527,82.62,84.93,0.094,0.4492,0.20929,DCLRE1C
XP_004841279.1,ENSP00000359224,88.43,88.89,0.0623,0.2977,0.20927,ALG14
XP_004871876.1,ENSP00000361646,87.12,87.12,0.0763,0.3646,0.20926,ZMYND12
XP_004869182.1,ENSP00000359151,88.59,90.46,0.0572,0.2734,0.20916,DBT
XP_004852571.1,ENSP00000438349,81.6,84.8,0.108,0.5165,0.20913,TRMT112
XP_004846091.1,ENSP00000356548,87.76,88.47,0.072,0.3445,0.20909,LTV1
XP_004841752.1,ENSP00000369346,85.82,87.19,0.0779,0.3729,0.20899,ARSK
XP_004870740.1,ENSP00000261708,85.57,87.47,0.0775,0.3715,0.20874,UTP6
XP_004845806.1,ENSP00000443459,84.86,86.42,0.0833,0.3992,0.20871,BCAT1
XP_004871292.1,ENSP00000323424,81.27,83.86,0.1055,0.5053,0.2087,ISG20L2
XP_004874734.1,ENSP00000360381,75.95,80.25,0.1493,0.7156,0.20863,CDCP2
XP_004870232.1,ENSP00000316109,86.08,88.38,0.0735,0.3524,0.20859,AGGF1
XP_004862626.1,ENSP00000365630,83.93,85.53,0.0911,0.437,0.20855,RASEF
XP_004870720.1,ENSP00000293272,84.62,87.91,0.0785,0.3764,0.20851,CCL5
XP_004851821.1,ENSP00000396937,88.56,86.17,0.0876,0.4202,0.20849,PSMD13
XP_004864133.1,ENSP00000371994,87.03,88.03,0.0717,0.3437,0.20849,NYNRIN
XP_004872906.1,ENSP00000370083,82.41,84.6,0.0992,0.476,0.20847,SMN1
XP_004867447.1,ENSP00000355899,75.27,80.17,0.1495,0.7175,0.20839,RRP15
XP_004843718.1,ENSP00000288532,87.77,88.89,0.0651,0.3123,0.20837,COQ5
XP_004865242.1,ENSP00000356864,88.16,87.94,0.0731,0.3509,0.2083,MGST3
XP_004856178.1,ENSP00000455785,70.22,72.79,0.236,1.1332,0.20825,KCTD13
XP_004864945.1,ENSP00000316328,77.92,81.73,0.1295,0.6219,0.20814,CIITA
XP_004868774.1,ENSP00000255389,78.89,83.58,0.1225,0.5888,0.20812,PEMT
XP_004871866.1,ENSP00000361664,88.15,88.57,0.065,0.3125,0.20796,HIVEP3
XP_004851122.1,ENSP00000364243,76.78,83.57,0.1225,0.5894,0.20792,PLA2G2F
XP_004839407.1,ENSP00000320663,91.15,92.01,0.046,0.221,0.20791,EML4
XP_004850509.1,ENSP00000294543,86.21,87.64,0.0762,0.3669,0.20782,TMCO4
XP_004858364.1,ENSP00000363041,88.89,91.05,0.0526,0.2534,0.20777,CISD1
XP_004844367.1,ENSP00000283206,88.29,89.13,0.067,0.3224,0.20775,TMEM87B
XP_004858010.1,ENSP00000264193,87.62,87.87,0.0701,0.3373,0.20773,CPOX
XP_004853345.1,ENSP00000323635,78.68,80.02,0.1302,0.6272,0.20766,FAM210A
XP_004870279.1,ENSP00000255194,90.85,90.88,0.0536,0.2582,0.20764,AP3B1
XP_004839716.1,ENSP00000368414,85.48,87.83,0.0781,0.376,0.20757,BCAP29
XP_004864183.1,ENSP00000315112,88.4,88.93,0.0627,0.3021,0.20757,RNF31
XP_004851405.1,ENSP00000399903,89.85,90.38,0.0563,0.2712,0.20753,NBEAL1
XP_004853454.1,ENSP00000239462,81.9,86.03,0.0944,0.4548,0.20752,TNN
