SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004874599.1,ENSMUSP00000095036,70.98,75.36,0.2034,0.6808,0.29872,Fndc1
XP_004842283.1,ENSMUSP00000023608,72.22,80.25,0.1668,0.5584,0.29865,Atp5j
XP_004856759.1,ENSMUSP00000125922,85.44,87.38,0.0911,0.3049,0.29864,Atp5l-ps1
XP_004853716.1,ENSMUSP00000042004,75.55,80.33,0.1585,0.5314,0.29833,Eps8l3
XP_004840609.1,ENSMUSP00000006303,57.03,68.54,0.3321,1.1135,0.29824,Upk3bl
XP_004866103.1,ENSMUSP00000057065,63.01,70.5,0.2819,0.9456,0.29814,Pram1
XP_004862509.1,ENSMUSP00000093410,67.63,77.02,0.209,0.7012,0.29809,Golm1
XP_004856862.1,ENSMUSP00000110489,72.05,77.23,0.2096,0.704,0.29772,Thy1
XP_004840718.1,ENSMUSP00000099491,70.16,76.94,0.197,0.662,0.2975,Sirpa
XP_004838317.1,ENSMUSP00000025724,58.49,69.69,0.2904,0.9766,0.2974,Il33
XP_004858526.1,ENSMUSP00000027559,70.27,76.85,0.1916,0.6441,0.2974,Tnfrsf11a
XP_004856078.1,ENSMUSP00000032997,64.07,73.45,0.2547,0.8566,0.29739,Lat
XP_004865287.1,ENSMUSP00000083204,71.53,77.4,0.1878,0.632,0.2972,F5
XP_004858035.1,ENSMUSP00000023435,64.84,73.75,0.2368,0.7971,0.29712,Tmem45a
XP_004856526.1,ENSMUSP00000031718,79.08,82.52,0.1284,0.4328,0.29658,Pax4
XP_004871992.1,ENSMUSP00000033509,68.26,77.25,0.1971,0.6646,0.29655,Ebp
XP_004843536.1,ENSMUSP00000036921,64.64,70.72,0.2805,0.9466,0.29638,Pik3ip1
XP_004875257.1,ENSMUSP00000054112,63.99,71.7,0.2796,0.9434,0.29636,Tgs1
XP_004834208.1,ENSMUSP00000035196,77.35,81.86,0.1386,0.4679,0.29626,Hemk1
XP_004850055.1,ENSMUSP00000062535,81.65,86.14,0.1022,0.3458,0.29572,Gpr82
XP_004869685.1,ENSMUSP00000067541,64.39,71.03,0.2686,0.9086,0.29567,C8a
XP_004858707.1,ENSMUSP00000106968,78.11,81.85,0.1374,0.4646,0.29565,Sdhc
XP_004874688.1,ENSMUSP00000047860,67.74,75.38,0.2186,0.7393,0.29565,Fam151a
XP_004871541.1,ENSMUSP00000111963,75.72,79.67,0.1575,0.533,0.29553,Map7
XP_004852300.1,ENSMUSP00000025740,79.18,83.63,0.124,0.4198,0.29546,Rad9a
XP_004839917.1,ENSMUSP00000126340,74.56,79.98,0.1612,0.5458,0.29533,Fignl1
XP_004849363.1,ENSMUSP00000009705,68.36,77.52,0.201,0.6811,0.29507,Eng
XP_004863994.1,ENSMUSP00000030952,62.5,71.59,0.2636,0.8937,0.29499,Tnfrsf4
XP_004846111.1,ENSMUSP00000044936,71.05,75.63,0.2189,0.7423,0.29491,Txlnb
XP_004861807.1,ENSMUSP00000110741,73.33,77.33,0.1966,0.6671,0.29471,Acbd7
XP_004870999.1,ENSMUSP00000137837,68.04,75.43,0.2084,0.7071,0.29464,Crtam
XP_004854955.1,ENSMUSP00000093469,76.67,83.14,0.1354,0.4595,0.29462,Rnf17
XP_004835540.1,ENSMUSP00000047627,72.69,79.38,0.1689,0.5733,0.29458,Trim69
XP_004862900.1,ENSMUSP00000022124,72.77,77.61,0.1843,0.6257,0.29445,Cd180
XP_004843962.1,ENSMUSP00000127483,72.9,78.82,0.1758,0.597,0.2944,Ccdc62
XP_004870928.1,ENSMUSP00000001544,70.01,74.99,0.2123,0.7216,0.29429,Vwa5a
XP_004843435.1,ENSMUSP00000061704,79.91,82.53,0.1281,0.4355,0.29422,Emid1
XP_004872054.1,ENSMUSP00000033486,78.81,83.22,0.1284,0.4364,0.2942,Plp2
XP_004835080.1,ENSMUSP00000081985,42.23,57.04,0.5275,1.7931,0.29416,Rtp3
XP_004856530.1,ENSMUSP00000051177,68.83,75.06,0.2212,0.7521,0.29414,Iqub
XP_004838302.1,ENSMUSP00000016640,69.55,75.66,0.2101,0.7146,0.29403,Cd274
XP_004867751.1,ENSMUSP00000060793,72.22,78.11,0.1787,0.6077,0.29401,Tlr1
XP_004863238.1,ENSMUSP00000074895,76.49,81.4,0.1436,0.4888,0.29378,Ddn
XP_004839325.1,ENSMUSP00000059637,71.88,77.35,0.1888,0.6427,0.29373,Nlrc4
XP_004835399.1,ENSMUSP00000086412,70.69,75.6,0.205,0.6981,0.29366,Tatdn2
XP_004874674.1,ENSMUSP00000019987,80.66,83.7,0.1182,0.4027,0.29349,Traf3ip2
XP_004865326.1,ENSMUSP00000031533,75.9,79.98,0.1604,0.5469,0.29331,Tfec
XP_004836085.1,ENSMUSP00000027626,63.45,71.49,0.2642,0.9009,0.29323,Mki67ip
XP_004853341.1,ENSMUSP00000025425,65.47,71.09,0.252,0.86,0.29302,Cep192
XP_004837897.1,ENSMUSP00000098106,71.82,78.12,0.1749,0.5974,0.29279,Zc3h3
XP_004848269.1,ENSMUSP00000062476,79.75,83.54,0.1256,0.4294,0.29258,Mrpl50
XP_004845523.1,ENSMUSP00000105129,11.96,31.74,1.9004,6.4967,0.29252,Nfam1
XP_004874014.1,ENSMUSP00000019951,72.49,78.4,0.1928,0.6593,0.29239,Cep57l1
XP_004849528.1,ENSMUSP00000102982,79.46,83.39,0.1248,0.4269,0.29237,Megf9
XP_004850390.1,ENSMUSP00000136018,14.79,33.17,1.5356,5.2566,0.29214,Rsc1a1
XP_004860630.1,ENSMUSP00000113652,78.69,83.06,0.1272,0.4356,0.29203,Fam104a
XP_004838442.1,ENSMUSP00000092746,79.69,82.29,0.1394,0.4775,0.2919,Ndufb6
XP_004858507.1,ENSMUSP00000080030,73.52,78.49,0.1774,0.6078,0.2919,Serpinb12
XP_004847747.1,ENSMUSP00000071899,65.63,73.36,0.2453,0.8407,0.29183,Adtrp
XP_004845838.1,ENSMUSP00000043956,64.13,72.46,0.2348,0.805,0.29167,Iapp
XP_004847075.1,ENSMUSP00000025266,63.64,74.92,0.2361,0.8095,0.29167,Lta
XP_004856587.1,ENSMUSP00000110074,68.16,76.38,0.2001,0.6864,0.29154,Btg4
XP_004837845.1,ENSMUSP00000073805,72.46,77.26,0.1852,0.6355,0.29143,Spatc1
XP_004834836.1,ENSMUSP00000087269,75.38,79.88,0.1568,0.5386,0.2912,Gmnc
XP_004849563.1,ENSMUSP00000043816,80.29,81.58,0.1342,0.4616,0.2907,Col27a1
XP_004843422.1,ENSMUSP00000062811,71.79,78.35,0.1783,0.6136,0.29058,Hscb
XP_004860032.1,ENSMUSP00000089009,69.04,75.45,0.2047,0.7045,0.29051,Cubn
XP_004847217.1,ENSMUSP00000128401,68.9,75.73,0.2174,0.7483,0.29048,Tap1
XP_004834299.1,ENSMUSP00000046021,80,83.66,0.121,0.4164,0.29045,Tmem108
XP_004873961.1,ENSMUSP00000022945,73.35,78.69,0.1791,0.6174,0.29013,Shcbp1
XP_004853895.1,ENSMUSP00000102630,72.92,78.91,0.1702,0.587,0.29,Hsd3b1
XP_004843423.1,ENSMUSP00000020776,76.81,81.28,0.1414,0.4875,0.28997,Ccdc117
XP_004867248.1,ENSMUSP00000103611,67.7,73.24,0.2391,0.825,0.28981,Vsig10l
XP_004855390.1,ENSMUSP00000081043,75.16,78.76,0.1722,0.5943,0.28973,Tacc1
XP_004869665.1,ENSMUSP00000075269,76.78,82.51,0.1417,0.4892,0.28962,Mysm1
XP_004848503.1,ENSMUSP00000022528,69.16,76.64,0.2072,0.7155,0.28958,Pinx1
XP_004869672.1,ENSMUSP00000045269,70.83,77.08,0.1835,0.634,0.28947,Oma1
XP_004835367.1,ENSMUSP00000055343,69.01,76.7,0.2053,0.7095,0.28931,Il17rc
XP_004845390.1,ENSMUSP00000080832,73.53,78.22,0.1779,0.6151,0.28928,Hdac10
XP_004868237.1,ENSMUSP00000028384,74.55,80,0.1603,0.5544,0.28912,Dusp19
XP_004875189.1,ENSMUSP00000046229,66.16,74.25,0.2329,0.8055,0.2891,Btnl9
XP_004841400.1,ENSMUSP00000029848,76.81,81.52,0.1448,0.5008,0.28905,Col24a1
XP_004850381.1,ENSMUSP00000030747,75.5,80.72,0.1512,0.523,0.28904,Casp9
XP_004866088.1,ENSMUSP00000020566,61.81,70.79,0.2789,0.9652,0.28898,Theg
XP_004861153.1,ENSMUSP00000020449,65.17,71.91,0.2502,0.8659,0.28895,Helb
XP_004921196.1,ENSMUSP00000096659,66.67,74.2,0.2216,0.7669,0.28894,Gcnt7
XP_004840846.1,ENSMUSP00000028826,66.62,76.27,0.2309,0.7993,0.28888,Chgb
XP_004864221.1,ENSMUSP00000022813,82.25,82.79,0.1238,0.4286,0.2888,Efs
XP_004873028.1,ENSMUSP00000074025,81.61,85.61,0.1047,0.3627,0.28868,Efcab14
XP_004861562.1,ENSMUSP00000099604,71.35,77.8,0.1861,0.6446,0.28864,Arhgap11a
XP_004847042.1,ENSMUSP00000056646,78.69,81.06,0.1429,0.4952,0.28859,Gpank1
XP_004855469.1,ENSMUSP00000033990,74.55,80.67,0.1563,0.5417,0.28853,Wrn
XP_004851809.1,ENSMUSP00000078372,62.52,68.18,0.3093,1.072,0.28851,Athl1
XP_004850131.1,ENSMUSP00000020568,83.2,85.84,0.1,0.3467,0.28849,Wdpcp
XP_004865026.1,ENSMUSP00000103401,79.19,83.91,0.1192,0.4133,0.28845,Tstd2
XP_004851438.1,ENSMUSP00000102356,74.33,79.81,0.169,0.586,0.28844,Stk33
XP_004852884.1,ENSMUSP00000026817,65.29,74.93,0.2248,0.7798,0.28829,Nmb
XP_004844307.1,ENSMUSP00000022593,74.56,81.41,0.1532,0.5317,0.28804,Akap11
XP_004848616.1,ENSMUSP00000096847,67.8,74.58,0.227,0.7882,0.28797,Ccl28
XP_004869439.1,ENSMUSP00000032491,61.93,71.56,0.2641,0.9175,0.28784,Tnfrsf1a
XP_004867848.1,ENSMUSP00000029179,81.27,83.58,0.1175,0.4088,0.2875,Tti1
XP_004869589.1,ENSMUSP00000108160,68.71,74.39,0.2212,0.7695,0.28748,Cd163
XP_004856570.1,ENSMUSP00000048709,75.3,81.52,0.1492,0.5198,0.28706,Npat
XP_004857502.1,ENSMUSP00000104296,78.82,83.14,0.1271,0.443,0.28696,Sat2
XP_004869550.1,ENSMUSP00000032239,72.51,78.52,0.1737,0.6056,0.28684,Clec4e
XP_004847776.1,ENSMUSP00000036614,71.35,78.2,0.1864,0.6499,0.28682,Bloc1s5
XP_004850199.1,ENSMUSP00000021991,78.64,82.52,0.1299,0.4532,0.28664,Mterfd1
XP_004836195.1,ENSMUSP00000108429,78.14,80.62,0.1489,0.5199,0.28635,Gtdc1
XP_004871066.1,ENSMUSP00000107793,72.51,77.68,0.1825,0.6376,0.28619,Tlr8
XP_004874601.1,ENSMUSP00000047431,70.83,77.42,0.1839,0.6427,0.28618,Tagap
XP_004859862.1,ENSMUSP00000018572,71.86,77.82,0.1817,0.6359,0.28575,Akap1
XP_004842685.1,ENSMUSP00000045217,64.63,72.07,0.2548,0.892,0.28569,Fanca
XP_004847941.1,ENSMUSP00000065168,68.67,74.33,0.2225,0.7792,0.2856,Nkapl
XP_004835357.1,ENSMUSP00000108715,65.83,70.97,0.2607,0.9134,0.28544,Rpusd3
XP_004873060.1,ENSMUSP00000083115,70.44,78.49,0.1899,0.6653,0.28544,Atp5sl
XP_004853074.1,ENSMUSP00000056828,75.95,78.48,0.1719,0.6026,0.28526,Ankrd37
XP_004873691.1,ENSMUSP00000059792,79.89,85.25,0.1147,0.4022,0.28521,Bricd5
XP_004868053.1,ENSMUSP00000027331,75.66,78.61,0.1667,0.5845,0.28517,Tm4sf20
XP_004856325.1,ENSMUSP00000044177,75.73,80.74,0.1489,0.5225,0.285,Otoa
XP_004866647.1,ENSMUSP00000050750,58.56,69.83,0.2985,1.0473,0.28499,Peg3
XP_004852881.1,ENSMUSP00000026816,74.86,79.64,0.1562,0.5483,0.28488,Wdr73
XP_004867893.1,ENSMUSP00000029164,72.73,77.03,0.1844,0.6474,0.28486,Sla2
XP_004857020.1,ENSMUSP00000103904,66.07,75,0.2216,0.7782,0.2848,Lgals9
XP_004838166.1,ENSMUSP00000062865,70.31,75.26,0.2032,0.7137,0.28477,Oc90
XP_004854035.1,ENSMUSP00000112665,69.24,75.36,0.2121,0.7453,0.28463,Ecm1
XP_004839920.1,ENSMUSP00000020413,77.36,81.57,0.1359,0.4781,0.28432,Zpbp
XP_004862336.1,ENSMUSP00000113064,59.55,66.82,0.343,1.2063,0.2843,Il24
XP_004841489.1,ENSMUSP00000087394,69.24,75.63,0.2065,0.727,0.28398,Slc44a5
XP_004875085.1,ENSMUSP00000109967,51.45,65.88,0.3762,1.3256,0.28382,Tex28
XP_004856528.1,ENSMUSP00000031691,72.97,79.35,0.1674,0.5899,0.28381,Hyal4
XP_004855507.1,ENSMUSP00000113627,62.13,69.54,0.285,1.0044,0.28378,Adam32
XP_004866586.1,ENSMUSP00000032539,69.96,74.55,0.2158,0.7606,0.28378,Slc27a5
XP_004834382.1,ENSMUSP00000091312,76.6,81.95,0.1435,0.506,0.28367,Cep70
XP_004872805.1,ENSMUSP00000023809,79.57,82.18,0.1294,0.4564,0.28363,Amhr2
XP_004844901.1,ENSMUSP00000038375,69.11,75.74,0.2062,0.7274,0.28345,Parpbp
XP_004844284.1,ENSMUSP00000022586,72.38,79.15,0.1682,0.5936,0.28333,Nufip1
XP_004841948.1,ENSMUSP00000056669,65.03,72.04,0.2464,0.8701,0.28325,Cd14
XP_004844979.1,ENSMUSP00000092975,62.35,69.06,0.2838,1.0024,0.28315,Usp44
XP_004845992.1,ENSMUSP00000032309,76.05,76.45,0.1922,0.6796,0.28279,Ybx3
XP_004853152.1,ENSMUSP00000033917,61.64,67.69,0.3126,1.106,0.28268,Spata4
XP_004853842.1,ENSMUSP00000029450,82.61,84.3,0.1176,0.4162,0.28254,Tshb
XP_004845557.1,ENSMUSP00000086564,61.31,70.83,0.2696,0.9543,0.28251,Tnfrsf13c
XP_004847689.1,ENSMUSP00000021803,80.7,84.96,0.1112,0.3937,0.28249,Nup153
XP_004857991.1,ENSMUSP00000125297,76.67,80.78,0.1473,0.5219,0.28224,Mina
XP_004872599.1,ENSMUSP00000005601,59.22,68.23,0.3088,1.094,0.28222,Il27ra
XP_004869075.1,ENSMUSP00000051694,59.91,70.54,0.299,1.0597,0.28217,Catsper4
XP_004858867.1,ENSMUSP00000103782,67.69,76.51,0.204,0.7235,0.28203,Etv2
XP_004852890.1,ENSMUSP00000102971,69.5,75.56,0.2047,0.7259,0.28199,Alpk3
XP_004849840.1,ENSMUSP00000031045,77.95,81.23,0.139,0.4931,0.28195,Yipf7
XP_004868283.1,ENSMUSP00000044087,74.73,81.52,0.145,0.5145,0.28189,Ccdc81
XP_004840857.1,ENSMUSP00000057005,63.62,72.09,0.261,0.926,0.28185,Lrrn4
XP_004853107.1,ENSMUSP00000034064,71.38,75.08,0.21,0.7454,0.28177,F11
XP_004859520.1,ENSMUSP00000037762,64.53,74.71,0.2554,0.9066,0.28168,Csf3
XP_004846323.1,ENSMUSP00000022343,76.99,81.72,0.1347,0.4783,0.28161,Nudt13
XP_004852306.1,ENSMUSP00000025773,79.44,84.74,0.1172,0.4162,0.2816,Pold4
XP_004835500.1,ENSMUSP00000087208,63.09,71.7,0.2719,0.9662,0.28139,Cep152
XP_004853217.1,ENSMUSP00000052001,75.11,78.13,0.1734,0.6163,0.28134,Tmem241
XP_004844918.1,ENSMUSP00000096973,65.61,70.79,0.2493,0.8867,0.28119,Gas2l3
XP_004869192.1,ENSMUSP00000029574,74.02,79.52,0.1612,0.5734,0.28104,Vcam1
XP_004870288.1,ENSMUSP00000021060,75.69,80.71,0.1441,0.5129,0.28103,Polg2
XP_004848591.1,ENSMUSP00000125797,79.62,84.29,0.1156,0.4115,0.28101,Mocs2
XP_004858760.1,ENSMUSP00000041907,71.57,78.15,0.1771,0.6301,0.28101,F11r
XP_004868848.1,ENSMUSP00000021029,67.98,76.8,0.1971,0.7014,0.28098,Efcab3
XP_004864158.1,ENSMUSP00000002395,73.9,78.36,0.1689,0.6015,0.28087,Rec8
XP_004867753.1,ENSMUSP00000062096,71.54,76.83,0.1888,0.6724,0.28079,Tlr6
XP_004850351.1,ENSMUSP00000047335,69.33,75.14,0.2142,0.7629,0.28072,Spag1
XP_004864641.1,ENSMUSP00000027362,74.49,79.29,0.1669,0.5945,0.28068,Plcd4
XP_004851229.1,ENSMUSP00000027164,76.23,79.52,0.1581,0.5635,0.28064,Ctla4
XP_004860145.1,ENSMUSP00000069112,83.59,86.46,0.0946,0.3372,0.28064,Fam122b
XP_004857394.1,ENSMUSP00000018593,70.93,77.33,0.1894,0.6748,0.28059,Rpain
XP_004864182.1,ENSMUSP00000120525,71.47,76.44,0.1977,0.7046,0.28058,Irf9
XP_004867585.1,ENSMUSP00000038665,73.86,79.82,0.1582,0.564,0.28055,Mettl25
XP_004870753.1,ENSMUSP00000033839,74.25,76.85,0.1962,0.6995,0.28052,Coprs
XP_004853020.1,ENSMUSP00000041909,72.56,79.01,0.166,0.5921,0.28036,Neil3
XP_004856678.1,ENSMUSP00000034808,70.38,76.03,0.197,0.7028,0.28036,Nnmt
XP_004867518.1,ENSMUSP00000050454,66.8,73.35,0.2231,0.796,0.28034,Ush2a
XP_004838370.1,ENSMUSP00000071627,76.18,80.87,0.1449,0.5173,0.28016,Frem1
XP_004860875.1,ENSMUSP00000073102,67.21,76.07,0.2095,0.7481,0.28009,Afmid
XP_004864720.1,ENSMUSP00000059491,67.27,68.85,0.2947,1.0523,0.28008,Prss33
XP_004859866.1,ENSMUSP00000024486,74.01,78.53,0.1707,0.6095,0.28,Mrps23
XP_004849615.1,ENSMUSP00000081575,78.96,82.29,0.1318,0.471,0.27992,Fkbp15
XP_004838531.1,ENSMUSP00000100022,82.35,85.95,0.1014,0.3623,0.27977,Ccl19
XP_004864233.1,ENSMUSP00000079929,76.71,80.1,0.1506,0.5382,0.27976,Homez
XP_004855214.1,ENSMUSP00000049156,76.38,81.36,0.1521,0.5438,0.27965,Ska1
XP_004855459.1,ENSMUSP00000096441,72.76,76.61,0.1857,0.6642,0.27961,Tti2
XP_004838842.1,ENSMUSP00000035375,75.52,75.82,0.202,0.7225,0.27959,Plekha1
XP_004838459.1,ENSMUSP00000030136,76.25,78.6,0.1719,0.6148,0.27954,Aqp7
XP_004848970.1,ENSMUSP00000041767,61.8,69.44,0.2908,1.0406,0.27946,Snapc4
XP_004836111.1,ENSMUSP00000042416,77.81,82.21,0.1307,0.4678,0.27929,Tmem177
XP_004874842.1,ENSMUSP00000039088,60.35,66.78,0.3228,1.156,0.27921,Vsx1
XP_004841495.1,ENSMUSP00000057828,72.77,80.06,0.1576,0.5643,0.27919,Tyw3
XP_004921249.1,ENSMUSP00000036484,75.8,81.2,0.1421,0.509,0.27912,Spag4
XP_004854682.1,ENSMUSP00000048450,71.53,79.06,0.1687,0.6046,0.27901,Rbm34
XP_004862424.1,ENSMUSP00000040952,72.77,79.32,0.1662,0.5958,0.27892,Rbm48
XP_004862368.1,ENSMUSP00000099070,74.73,80.23,0.1599,0.5736,0.2787,Mcf2
XP_004835316.1,ENSMUSP00000070619,74.75,81.08,0.151,0.5418,0.27866,Rad18
XP_004871768.1,ENSMUSP00000110128,77.04,79.51,0.165,0.5921,0.27866,Osgepl1
XP_004851212.1,ENSMUSP00000109728,69.4,74.6,0.2158,0.7746,0.27858,Mdh1b
XP_004860133.1,ENSMUSP00000110526,81.23,86.02,0.0991,0.3559,0.27856,Mbnl3
XP_004838447.1,ENSMUSP00000124264,83.93,86.41,0.0979,0.3516,0.27845,Aptx
XP_004864520.1,ENSMUSP00000052208,65.42,74.38,0.2203,0.7925,0.27804,Fam124b
XP_004849989.1,ENSMUSP00000032129,68.13,76.56,0.1966,0.7078,0.27771,Gkn1
XP_004921192.1,ENSMUSP00000066906,69.11,77.06,0.1887,0.6798,0.27763,Rnf133
XP_004862175.1,ENSMUSP00000062565,69.88,75.93,0.2005,0.7224,0.27752,Tmem81
XP_004856511.1,ENSMUSP00000111041,72.9,79,0.1628,0.5868,0.27744,Cped1
XP_004835980.1,ENSMUSP00000028175,77.99,81.43,0.1391,0.5014,0.27742,Cytip
XP_004852690.1,ENSMUSP00000045430,47.42,59.5,0.4899,1.766,0.27739,Catsper1
XP_004852162.1,ENSMUSP00000056582,66.56,75.03,0.2167,0.7814,0.27735,Tssc4
XP_004851282.1,ENSMUSP00000074482,66.49,74.41,0.2468,0.8907,0.27712,Tmem140
XP_004866249.1,ENSMUSP00000033756,74.48,78.16,0.17,0.6136,0.27706,Asb9
XP_004857811.1,ENSMUSP00000028410,70.39,78.49,0.187,0.6753,0.27692,Xirp2
XP_004864418.1,ENSMUSP00000006703,67.75,73.87,0.2276,0.8218,0.27692,Itih4
XP_004870891.1,ENSMUSP00000097889,71.84,75.48,0.2023,0.7307,0.27689,Cldn10
XP_004835471.1,ENSMUSP00000002063,80.57,83.1,0.1231,0.4445,0.27688,Ap4e1
XP_004868424.1,ENSMUSP00000027518,67.98,73.89,0.2203,0.7956,0.27687,Spp2
XP_004835653.1,ENSMUSP00000106251,78.61,81.89,0.1338,0.4834,0.27679,Lrr1
XP_004870594.1,ENSMUSP00000031256,66.3,73.79,0.2268,0.8196,0.2767,Aff1
XP_004872525.1,ENSMUSP00000051396,55.75,64.53,0.409,1.4788,0.27658,Palm3
XP_004867261.1,ENSMUSP00000103391,55.39,66.31,0.3325,1.2026,0.27648,Tulp2
XP_004855882.1,ENSMUSP00000111984,63.17,72.1,0.2868,1.0374,0.27643,Knop1
XP_004844483.1,ENSMUSP00000077422,69.19,76.15,0.2013,0.7286,0.27628,Lyg2
XP_004841227.1,ENSMUSP00000091771,66.01,72.8,0.2437,0.8822,0.27625,Slc17a9
XP_004858042.1,ENSMUSP00000036257,81.1,84.89,0.1094,0.396,0.27624,Abi3bp
XP_004837506.1,ENSMUSP00000038916,74.14,77.88,0.1732,0.6274,0.27614,Pcnxl4
XP_004847744.1,ENSMUSP00000056147,70.61,75.71,0.195,0.7061,0.27613,Hivep1
XP_004868023.1,ENSMUSP00000029143,74.68,78.94,0.165,0.5975,0.27608,Fam83c
XP_004840757.1,ENSMUSP00000028761,74.95,80.21,0.1527,0.5535,0.27595,Ubox5
XP_004868624.1,ENSMUSP00000075497,69.86,74.72,0.2096,0.7596,0.2759,Fnip2
XP_004847611.1,ENSMUSP00000089298,67.05,76.01,0.2102,0.762,0.27578,Hfe
XP_004863250.1,ENSMUSP00000044898,70.69,77.43,0.1894,0.6871,0.27563,Scaf11
XP_004869277.1,ENSMUSP00000138320,78.6,82.3,0.1296,0.4704,0.27556,Sh3d19
XP_004868035.1,ENSMUSP00000109084,78.79,80.97,0.1465,0.532,0.27544,Col4a3
XP_004850119.1,ENSMUSP00000087006,60.09,68.86,0.3004,1.0909,0.27538,Noto
XP_004868891.1,ENSMUSP00000051638,61.45,70.42,0.2736,0.9938,0.27531,Dact2
XP_004864674.1,ENSMUSP00000047589,76.02,79.13,0.1605,0.5832,0.27519,Smarcal1
XP_004844210.1,ENSMUSP00000022494,76.21,78.96,0.1641,0.5969,0.27488,Ebpl
XP_004865289.1,ENSMUSP00000027874,68.9,76.49,0.1909,0.6945,0.27482,Sele
XP_004854881.1,ENSMUSP00000124293,71.21,77.58,0.1809,0.6584,0.27469,Rnf6
XP_004870129.1,ENSMUSP00000061423,70.59,77.25,0.1905,0.6938,0.27464,Susd3
XP_004845500.1,ENSMUSP00000016902,53.74,68.03,0.3505,1.2763,0.27463,Bik
XP_004866261.1,ENSMUSP00000077074,70.65,76.45,0.1939,0.7065,0.27446,Cfi
XP_004852760.1,ENSMUSP00000073855,71.22,78.03,0.1838,0.6696,0.27445,Synm
XP_004852378.1,ENSMUSP00000070847,75.91,80.06,0.1527,0.5568,0.27428,Cd248
XP_004875222.1,ENSMUSP00000063042,31.31,45.12,0.9307,3.3932,0.27428,Tpra1
XP_004861156.1,ENSMUSP00000020448,74.11,78.79,0.1634,0.5958,0.27421,Irak3
XP_004861368.1,ENSMUSP00000131736,84.3,84.86,0.1035,0.3773,0.27419,Slc39a5
XP_004860179.1,ENSMUSP00000138350,68.19,73.29,0.2385,0.8699,0.27418,Ptprc
XP_004840399.1,ENSMUSP00000039707,62.46,70.54,0.2748,1.0024,0.27417,Micall2
XP_004841624.1,ENSMUSP00000108310,76.45,82.74,0.139,0.507,0.27406,Hfm1
XP_004874974.1,ENSMUSP00000033737,60.44,71.89,0.2758,1.0063,0.27405,Haus7
XP_004840489.1,ENSMUSP00000001900,72.89,79.01,0.1678,0.6125,0.27403,Zdhhc4
XP_004868337.1,ENSMUSP00000075429,78.41,82.73,0.1293,0.4726,0.2737,Prcp
XP_004855866.1,ENSMUSP00000102167,72.17,78.21,0.1738,0.6357,0.27344,Ccp110
XP_004872770.1,ENSMUSP00000023807,67.09,74.22,0.221,0.8083,0.27337,Igfbp6
XP_004841899.1,ENSMUSP00000111393,71.16,77.16,0.1884,0.6893,0.2733,Tmem173
XP_004834122.1,ENSMUSP00000035203,76.06,79.36,0.1563,0.5722,0.27325,Mst1r
XP_004860413.1,ENSMUSP00000030778,60.99,69.27,0.2827,1.0348,0.27321,Galntl5
XP_004872275.1,ENSMUSP00000026324,80.82,84.47,0.1124,0.4117,0.27308,Acot9
XP_004848535.1,ENSMUSP00000022640,64.64,73.13,0.239,0.876,0.2728,Adam7
XP_004856481.1,ENSMUSP00000023851,75.86,80.75,0.1544,0.5666,0.27254,Ndufa5
XP_004853229.1,ENSMUSP00000025142,76.17,82.75,0.139,0.5104,0.27237,Esco1
XP_004861671.1,ENSMUSP00000106420,78.91,81.59,0.1346,0.4941,0.27235,Rpap1
XP_004872069.1,ENSMUSP00000067591,76.99,81.26,0.1414,0.5192,0.27231,Dgkk
XP_004864967.1,ENSMUSP00000023161,80.09,83.02,0.1253,0.4601,0.27227,Srl
XP_004845906.1,ENSMUSP00000085022,72.62,79.49,0.1641,0.6027,0.27222,Gsg1
XP_004854269.1,ENSMUSP00000127797,75.58,77.99,0.174,0.6392,0.27218,Shq1
XP_004866357.1,ENSMUSP00000057938,61.23,71.03,0.2907,1.0681,0.27216,Cenpe
XP_004862249.1,ENSMUSP00000080717,69.21,77.37,0.1911,0.7025,0.27209,Chi3l1
XP_004843289.1,ENSMUSP00000043953,80.48,81.47,0.1328,0.4882,0.27205,Tango6
XP_004853422.1,ENSMUSP00000078572,69.45,75.11,0.2178,0.8006,0.27204,Tor3a
XP_004834489.1,ENSMUSP00000130999,78.71,81.35,0.1362,0.5009,0.27199,Tm4sf1
XP_004844296.1,ENSMUSP00000059173,77.57,81.46,0.1416,0.5208,0.27197,Lacc1
XP_004846182.1,ENSMUSP00000112634,73.41,74.51,0.2067,0.7605,0.27179,Slc18b1
XP_004862114.1,ENSMUSP00000027675,65.75,74.16,0.2308,0.8492,0.27178,Pigr
XP_004869153.1,ENSMUSP00000063051,68.44,73.65,0.2281,0.8393,0.27176,Tspyl1
XP_004865453.1,ENSMUSP00000002379,57.48,68.9,0.2913,1.072,0.27172,Cd320
XP_004869363.1,ENSMUSP00000030490,76.26,81.67,0.1394,0.5131,0.27168,Stil
XP_004854822.1,ENSMUSP00000114116,65.05,72.32,0.2411,0.8879,0.27158,Zar1l
XP_004848499.1,ENSMUSP00000086752,60.19,68.76,0.2969,1.0941,0.2714,Prss55
XP_004835381.1,ENSMUSP00000045667,73.1,78.91,0.1644,0.6057,0.27136,Fancd2
XP_004874642.1,ENSMUSP00000103434,77.17,80.98,0.1421,0.5236,0.27135,Frmpd1
